# x,rho,A0_scalar,C0_scalar,M0_scalar,A0_proca,C0_proca,M0_proca,A0_proca_nr_radial,C0_proca_nr_radial,M0_proca_nr_radial,A0_scalar_sp,C0_scalar_sp,M0_scalar_sp,A2_scalar,C2_scalar,A2_proca,C2_proca
3.451848676570724365e+03,3.981076963066637386e+00,1.000001048051389674e+00,1.000002190406757974e+00,1.808855505362152788e-03,1.000000095471846429e+00,1.000000801213788870e+00,1.647771676595606171e-04,1.000000095467433958e+00,1.000000801208370316e+00,1.647695676224310128e-04,1.000001048066930132e+00,1.000002190397891955e+00,1.808884223035312627e-03,-6.426375700355970107e-14,-9.430285287574344656e-08,3.570388201587793070e-14,-6.102699735165966389e-07
3.477999045332623609e+03,4.011236637029263363e+00,1.000001043965426328e+00,1.000002178407032982e+00,1.815453482719203660e-03,1.000000097632735008e+00,1.000000802647774245e+00,1.697832629712336938e-04,1.000000097631686513e+00,1.000000802643627118e+00,1.697814562388817771e-04,1.000001043970716097e+00,1.000002178408176734e+00,1.815464576854042104e-03,-6.202721677677867185e-14,-9.047506439530907383e-08,3.564368952581104452e-14,-6.073821832754512574e-07
3.504149414094522854e+03,4.041396310991888896e+00,1.000001039807638659e+00,1.000002166460110642e+00,1.821818769464197659e-03,1.000000099821955590e+00,1.000000804095498408e+00,1.748955060910673540e-04,1.000000099817030641e+00,1.000000804089879569e+00,1.748868947491784406e-04,1.000001039822520088e+00,1.000002166456197106e+00,1.821846737226007901e-03,-5.987836455794749491e-14,-8.684372705345596702e-08,3.557066220127552581e-14,-6.044514674569899623e-07
3.530299782856422553e+03,4.071555984954515317e+00,1.000001035609598077e+00,1.000002154549769484e+00,1.828004276527373092e-03,1.000000102028383742e+00,1.000000805551341410e+00,1.800953720628521964e-04,1.000000102023153259e+00,1.000000805546818361e+00,1.800861578504449920e-04,1.000001035620159628e+00,1.000002154534934906e+00,1.828024812348279932e-03,-5.778312113265163827e-14,-8.332947681183962574e-08,3.548973760001067678e-14,-6.014944555197482925e-07
3.556450151618322252e+03,4.101715658917141738e+00,1.000001031377102612e+00,1.000002142671839511e+00,1.834018734972985227e-03,1.000000104251854482e+00,1.000000807015141824e+00,1.853832424929425387e-04,1.000000104249348265e+00,1.000000807011537596e+00,1.853788052576036663e-04,1.000001031383958239e+00,1.000002142674949246e+00,1.834032817210192292e-03,-5.573445491837009876e-14,-7.991654767822549934e-08,3.540095459533368368e-14,-5.985113163875042721e-07
3.582600520380221042e+03,4.131875332879767271e+00,1.000001027088364136e+00,1.000002130856593174e+00,1.839821764211864094e-03,1.000000106498655894e+00,1.000000808489576842e+00,1.907710497277711971e-04,1.000000106495163132e+00,1.000000808484461157e+00,1.907648133040460499e-04,1.000001027098896156e+00,1.000002130847976956e+00,1.839842519812292555e-03,-5.376795887021680811e-14,-7.667878851793136490e-08,3.530129909705317667e-14,-5.954921495702068644e-07
3.608750889142121196e+03,4.162035006842393692e+00,1.000001022767468495e+00,1.000002119085140029e+00,1.845454618187400420e-03,1.000000108765962237e+00,1.000000809973024207e+00,1.962546100302536151e-04,1.000000108760426887e+00,1.000000809966778315e+00,1.962446436501753811e-04,1.000001022779134274e+00,1.000002119074331564e+00,1.845477555131031303e-03,-5.185336055349559773e-14,-7.354913619807855813e-08,3.519194474722693107e-14,-5.924409856367913786e-07
3.634901257904019985e+03,4.192194680805019225e+00,1.000001018419815590e+00,1.000002107351553038e+00,1.850925849376197641e-03,1.000000111049110352e+00,1.000000811463268802e+00,2.018262530560543304e-04,1.000000111044789808e+00,1.000000811458153782e+00,2.018184232064001115e-04,1.000001018426469157e+00,1.000002107353814340e+00,1.850939826775750089e-03,-4.998281562181115514e-14,-7.051086504345547873e-08,3.507502765036707073e-14,-5.893649355880391633e-07
3.661051626665919684e+03,4.222354354767645646e+00,1.000001014029649138e+00,1.000002095688750314e+00,1.856205565923094722e-03,1.000000113348931796e+00,1.000000812960547991e+00,2.074881219919897009e-04,1.000000113347894404e+00,1.000000812958244500e+00,2.074862463940341077e-04,1.000001014034282543e+00,1.000002095672941849e+00,1.856215929753758176e-03,-4.818874070760106969e-14,-6.762840521041579733e-08,3.495010046999546365e-14,-5.862625731252572996e-07
3.687201995427818929e+03,4.252514028730271178e+00,1.000001009614874814e+00,1.000002084076276887e+00,1.861325111339199624e-03,1.000000115672901702e+00,1.000000814467552734e+00,2.132546522190749058e-04,1.000000115668346679e+00,1.000000814462909338e+00,2.132462795015150833e-04,1.000001009626316550e+00,1.000002084067017405e+00,1.861348084530778076e-03,-4.644456619158007140e-14,-6.484549021396160774e-08,3.481338189774238003e-14,-5.831216395577689849e-07
3.713352364189718628e+03,4.282673702692897599e+00,1.000001005180242153e+00,1.000002072506314343e+00,1.866292338306077677e-03,1.000000118011431960e+00,1.000000815980139013e+00,2.191089891682698125e-04,1.000000118006212135e+00,1.000000815974263713e+00,2.190993235422251809e-04,1.000001005184833147e+00,1.000002072504930117e+00,1.866302738262397851e-03,-4.474179116142858906e-14,-6.214480274890227584e-08,3.466943940440319327e-14,-5.799571665459431249e-07
3.739502732951618327e+03,4.312833376655524020e+00,1.000001000715127430e+00,1.000002061013643528e+00,1.871086604557585520e-03,1.000000120364332945e+00,1.000000817498128525e+00,2.250513490130126744e-04,1.000000120361351108e+00,1.000000817492946892e+00,2.250458007015956549e-04,1.000001000721755462e+00,1.000002061003119280e+00,1.871100869571426040e-03,-4.310974115615321255e-14,-5.958237104691302524e-08,3.451832515477262213e-14,-5.767693555704337414e-07
3.765653101713517117e+03,4.342993050618149553e+00,1.000000996232401018e+00,1.000002049577175534e+00,1.875730946890383742e-03,1.000000122736795172e+00,1.000000819023141974e+00,2.310920682875185867e-04,1.000000122733373686e+00,1.000000819018593168e+00,2.310856547697819736e-04,1.000000996242123907e+00,1.000002049566926177e+00,1.875751122031381899e-03,-4.152537710229544327e-14,-5.711136554866708205e-08,3.435731689439514179e-14,-5.735494452330261712e-07
3.791803470475416816e+03,4.373152724580775974e+00,1.000000991735961797e+00,1.000002038187114639e+00,1.880232066161374466e-03,1.000000125126166983e+00,1.000000820553802461e+00,2.372268874284403522e-04,1.000000125121883521e+00,1.000000820550831726e+00,2.372187959068886584e-04,1.000000991736586631e+00,1.000002038179354402e+00,1.880235115646720131e-03,-3.997969466448599181e-14,-5.471419252759315003e-08,3.418758982734638932e-14,-5.703013632155350897e-07
3.817953839237316060e+03,4.403312398543401507e+00,1.000000987219497706e+00,1.000002026879410311e+00,1.884577375316932174e-03,1.000000127528543725e+00,1.000000822088594976e+00,2.434490156209267455e-04,1.000000127524557136e+00,1.000000822084077701e+00,2.434414363957472592e-04,1.000000987226922655e+00,1.000002026871945615e+00,1.884593409903955342e-03,-3.849905718398183791e-14,-5.243942591869067437e-08,3.401107555058859956e-14,-5.670314036132554766e-07
3.844104207999215760e+03,4.433472072506027928e+00,1.000000982691869877e+00,1.000002015633143282e+00,1.888783120009345125e-03,1.000000129944579319e+00,1.000000823627571256e+00,2.497602196481070154e-04,1.000000129942461013e+00,1.000000823622578805e+00,2.497561805830227771e-04,1.000000982698299623e+00,1.000002015619392726e+00,1.888797334338561179e-03,-3.706373575947716017e-14,-5.024842396283649282e-08,3.382737214876271356e-14,-5.637383095501716669e-07
3.870254576761114549e+03,4.463631746468653461e+00,1.000000978155974218e+00,1.000002004436497893e+00,1.892854466491573689e-03,1.000000132380033158e+00,1.000000825171898589e+00,2.561721806549730092e-04,1.000000132375268302e+00,1.000000825166212470e+00,2.561629940949204133e-04,1.000000978158420262e+00,1.000002004431473690e+00,1.892861051594921067e-03,-3.566436846974430851e-14,-4.812358001312656201e-08,3.363322013747922519e-14,-5.604117303550340211e-07
3.896404945523014248e+03,4.493791420431279882e+00,1.000000973609087573e+00,1.000001993326004479e+00,1.896785785196007830e-03,1.000000134827064180e+00,1.000000826719048552e+00,2.626703843582279749e-04,1.000000134822555786e+00,1.000000826714590341e+00,2.626616365596909429e-04,1.000000973615792210e+00,1.000001993319041382e+00,1.896800693829093056e-03,-3.432451645782737306e-14,-4.610686895712111943e-08,3.343269913678381968e-14,-5.570648194796732733e-07
3.922555314284914402e+03,4.523951094393906303e+00,1.000000969056945355e+00,1.000001982281567336e+00,1.900587893730840009e-03,1.000000137285463664e+00,1.000000828268831965e+00,2.692548755176495025e-04,1.000000137283597379e+00,1.000000828266628172e+00,2.692512520349696912e-04,1.000000969058478573e+00,1.000001982261880196e+00,1.900592742413999628e-03,-3.302750933263216797e-14,-4.416672577700459368e-08,3.322587164303493029e-14,-5.536978047011707666e-07
3.948705683046813192e+03,4.554110768356531835e+00,1.000000964501327028e+00,1.000001971289345759e+00,1.904264099016780148e-03,1.000000139759189999e+00,1.000000829821723780e+00,2.759339153243467154e-04,1.000000139755789830e+00,1.000000829817171422e+00,2.759272408081317116e-04,1.000000964505993295e+00,1.000001971287628910e+00,1.904275148631648850e-03,-3.176376307405368590e-14,-4.228575032451473863e-08,3.301037553343295522e-14,-5.503032444766420222e-07
3.974856051808712891e+03,4.584270442319158256e+00,1.000000959942449752e+00,1.000001960385937805e+00,1.907814696506974573e-03,1.000000142245871304e+00,1.000000831376678834e+00,2.827033910408044263e-04,1.000000142240804024e+00,1.000000831370957632e+00,2.826933603866448822e-04,1.000000959946861778e+00,1.000001960376971200e+00,1.907825296432051143e-03,-3.055421725019760278e-14,-4.050010628923469215e-08,3.278734144427249329e-14,-5.468848382214336405e-07
4.001006420570612136e+03,4.614430116281783789e+00,1.000000955383700818e+00,1.000001949552621561e+00,1.911246334652774151e-03,1.000000144742432040e+00,1.000000832932923744e+00,2.895576579835142106e-04,1.000000144738194319e+00,1.000000832927584460e+00,2.895492225782258177e-04,1.000000955384443779e+00,1.000001949533183998e+00,1.911249646652709525e-03,-2.938499075924245462e-14,-3.878429695333776602e-08,3.255845297038098334e-14,-5.434479624724424513e-07
4.027156789332511835e+03,4.644589790244410210e+00,1.000000950825669088e+00,1.000001938773557031e+00,1.914560203985293980e-03,1.000000147249316296e+00,1.000000834490300416e+00,2.964979983297939456e-04,1.000000147247510185e+00,1.000000834486645340e+00,2.964944052804967820e-04,1.000000950830760127e+00,1.000001938772431265e+00,1.914572275554296847e-03,-2.824640059688464069e-14,-3.712130515526090096e-08,3.232336664693483944e-14,-5.399915714627188933e-07
4.053307158094410624e+03,4.674749464207035743e+00,1.000000946270948488e+00,1.000001928084987446e+00,1.917761589845445088e-03,1.000000149770489122e+00,1.000000836048426933e+00,3.035328523635737316e-04,1.000000149767373614e+00,1.000000836045880748e+00,3.035265839385541749e-04,1.000000946271498492e+00,1.000001928071618584e+00,1.917764519020361165e-03,-2.715695741722764290e-14,-3.554218603553971704e-08,3.207939899817654641e-14,-5.365073532134415671e-07
4.079457526856310324e+03,4.704909138169662164e+00,1.000000941721234993e+00,1.000001917469992563e+00,1.920854081220086697e-03,1.000000152300011047e+00,1.000000837606480397e+00,3.106506658739108489e-04,1.000000152295658529e+00,1.000000837601796366e+00,3.106418353981952912e-04,1.000000941723741654e+00,1.000001917454474754e+00,1.920861002961364713e-03,-2.610529358788569695e-14,-3.402662730640668544e-08,3.183005245851194499e-14,-5.330063632702448245e-07
4.105607895618210023e+03,4.735068812132288585e+00,1.000000937175880233e+00,1.000001906910783278e+00,1.923836543762265849e-03,1.000000154837660915e+00,1.000000839164265409e+00,3.178513123680538031e-04,1.000000154834140398e+00,1.000000839158613708e+00,3.178441347819988905e-04,1.000000937179611249e+00,1.000001906907647120e+00,1.923846005745209753e-03,-2.508173668636358177e-14,-3.255813641761963848e-08,3.157539665859594286e-14,-5.294888488187386209e-07
4.131758264380108812e+03,4.765228486094914118e+00,1.000000932639354190e+00,1.000001896442886951e+00,1.926718382654720851e-03,1.000000157386066624e+00,1.000000840721056994e+00,3.251405395884849172e-04,1.000000157382352262e+00,1.000000840715917994e+00,3.251329174052195576e-04,1.000000932638171580e+00,1.000001896428230230e+00,1.926717736626666231e-03,-2.410256624589001869e-14,-3.116330106327118321e-08,3.131347969605790055e-14,-5.259488303503574031e-07
4.157908633142008512e+03,4.795388160057540539e+00,1.000000928112231735e+00,1.000001886051531619e+00,1.929501139570865631e-03,1.000000159943233990e+00,1.000000842276218993e+00,3.325146236244862067e-04,1.000000159939822941e+00,1.000000842273291335e+00,3.325075851949077835e-04,1.000000928114871623e+00,1.000001886037375831e+00,1.929508418788551281e-03,-2.315865422643708780e-14,-2.982619923302343482e-08,3.104534452382380097e-14,-5.223896582817635359e-07
4.184059001903908211e+03,4.825547834020166071e+00,1.000000923592610391e+00,1.000001875717051458e+00,1.932181203331213241e-03,1.000000162506961887e+00,1.000000843829737418e+00,3.399693030996155801e-04,1.000000162504295131e+00,1.000000843827110852e+00,3.399637796483861454e-04,1.000000923593267199e+00,1.000001875709473076e+00,1.932184361837587655e-03,-2.224043431100530934e-14,-2.853097044975359665e-08,3.077239706916552734e-14,-5.188157209795632908e-07
4.210209370665807910e+03,4.855707507982792492e+00,1.000000919086408757e+00,1.000001865473969964e+00,1.934771326973927378e-03,1.000000165077456593e+00,1.000000845381225911e+00,3.475052700571707592e-04,1.000000165074608871e+00,1.000000845375970560e+00,3.474993327231951068e-04,1.000000919087951301e+00,1.000001865464434037e+00,1.934776352458010074e-03,-2.136215240710519818e-14,-2.730030080824679173e-08,3.049436289500151052e-14,-5.152262205997019617e-07
4.236359739427706700e+03,4.885867181945418025e+00,1.000000914593548451e+00,1.000001855309912369e+00,1.937271871564696891e-03,1.000000167656866390e+00,1.000000846928775555e+00,3.551273399097546976e-04,1.000000167652408845e+00,1.000000846923358555e+00,3.551179574826239028e-04,1.000000914594713519e+00,1.000001855294684772e+00,1.937276110957332877e-03,-2.051665458114368755e-14,-2.612197230154748289e-08,3.020916035050099563e-14,-5.116149512884076510e-07
4.262510108189606399e+03,4.916026855908044446e+00,1.000000910110875774e+00,1.000001845203424278e+00,1.939676638380950086e-03,1.000000170241249320e+00,1.000000848473305615e+00,3.628274612713646655e-04,1.000000170237213215e+00,1.000000848468854064e+00,3.628189210669444434e-04,1.000000910108494789e+00,1.000001845191560657e+00,1.939673329265282405e-03,-1.969456214493681924e-14,-2.498083779217527348e-08,2.991965542035107067e-14,-5.079907162569255685e-07
4.288660476951506098e+03,4.946186529870670867e+00,1.000000905645382687e+00,1.000001835187785293e+00,1.942001020582230855e-03,1.000000172830377343e+00,1.000000850014620246e+00,3.706053402232355231e-04,1.000000172828537259e+00,1.000000850012033204e+00,3.706014582924061114e-04,1.000000905647989935e+00,1.000001835180798881e+00,1.942008370045701388e-03,-1.890828041270834919e-14,-2.389619390769963038e-08,2.962592162462265678e-14,-5.043537749101582018e-07
4.314810845713404888e+03,4.976346203833296400e+00,1.000000901196737235e+00,1.000001825253207466e+00,1.944244975882350760e-03,1.000000175425487470e+00,1.000000851550774783e+00,3.784638316274208970e-04,1.000000175423028326e+00,1.000000851547742986e+00,3.784585927173886527e-04,1.000000901194885383e+00,1.000001825234636543e+00,1.944242732765325736e-03,-1.815237714943861173e-14,-2.285891535125857687e-08,2.932644823294175404e-14,-5.006997101200080883e-07
4.340961214475304587e+03,5.006505877795922821e+00,1.000000896760558033e+00,1.000001815376548864e+00,1.946399655188799181e-03,1.000000178025052922e+00,1.000000853081607577e+00,3.863998562916801929e-04,1.000000178020971076e+00,1.000000853077063656e+00,3.863910652997224241e-04,1.000000896761306768e+00,1.000001815369337077e+00,1.946403025743767990e-03,-1.741772926756301624e-14,-2.185462342426093130e-08,2.902215267106758555e-14,-4.970314121724728334e-07
4.367111583237204286e+03,5.036665551758548354e+00,1.000000892344594661e+00,1.000001805589663562e+00,1.948482469130358987e-03,1.000000180627763857e+00,1.000000854607858036e+00,3.944107286250040137e-04,1.000000180623642487e+00,1.000000854602541844e+00,3.944018004857826470e-04,1.000000892346656123e+00,1.000001805582804160e+00,1.948488709004879719e-03,-1.671508697003295206e-14,-2.089967308236435902e-08,2.871414736115748246e-14,-4.933522412842249596e-07
4.393261951999103985e+03,5.066825225721174775e+00,1.000000887948580441e+00,1.000001795885464784e+00,1.950493624891931578e-03,1.000000183233566320e+00,1.000000856128899551e+00,4.024964539708684010e-04,1.000000183230552953e+00,1.000000856123756110e+00,4.024899083961269979e-04,1.000000887942252170e+00,1.000001795861450882e+00,1.950481456018542375e-03,-1.604050360466782681e-14,-1.998751097886939631e-08,2.840223455171423656e-14,-4.896616781211483208e-07
4.419412320761002775e+03,5.096984899683800307e+00,1.000000883566941612e+00,1.000001786239231638e+00,1.952421588851142517e-03,1.000000185842822908e+00,1.000000857641363705e+00,4.106579543467230487e-04,1.000000185841210865e+00,1.000000857640283458e+00,4.106544683927604387e-04,1.000000883569060584e+00,1.000001786234109957e+00,1.952427996502359648e-03,-1.538516684943261541e-14,-1.910456333664340906e-08,2.808493373041600610e-14,-4.859556292940850398e-07
4.445562689522902474e+03,5.127144573646426728e+00,1.000000879207912252e+00,1.000001776681248122e+00,1.954285227203432333e-03,1.000000188453624705e+00,1.000000859147895715e+00,4.188911223788516929e-04,1.000000188450970162e+00,1.000000859145299126e+00,4.188853009737999447e-04,1.000000879207892934e+00,1.000001776672262199e+00,1.954286902767043369e-03,-1.475834753659192460e-14,-1.826464591708330100e-08,2.776444512732765109e-14,-4.822405580001677868e-07
4.471713058284802173e+03,5.157304247609053149e+00,1.000000874871556977e+00,1.000001767207200354e+00,1.956085571531462116e-03,1.000000191065744337e+00,1.000000860648305512e+00,4.271955103039919393e-04,1.000000191062013766e+00,1.000000860642724199e+00,4.271872507936333527e-04,1.000000874868245848e+00,1.000001767188390289e+00,1.956079879785802261e-03,-1.415736678942453279e-14,-1.746331693631903144e-08,2.744084303663196216e-14,-4.785167286900657401e-07
4.497863427046700963e+03,5.187463921571678682e+00,1.000000870551159382e+00,1.000001757790905277e+00,1.957808406252392087e-03,1.000000193679005722e+00,1.000000862139443170e+00,4.355707738199589892e-04,1.000000193675020688e+00,1.000000862133972435e+00,4.355618959013555429e-04,1.000000870552985921e+00,1.000001757785501155e+00,1.957814218112489436e-03,-1.357376635717478888e-14,-1.668782470536667070e-08,2.711306988581616440e-14,-4.747813437997758360e-07
4.524013795808600662e+03,5.217623595534305103e+00,1.000000866255213561e+00,1.000001748460975781e+00,1.959473571010614430e-03,1.000000196292423871e+00,1.000000863621671954e+00,4.440147296587854944e-04,1.000000196289499987e+00,1.000000863618627278e+00,4.440082030376197794e-04,1.000000866251675280e+00,1.000001748447794769e+00,1.959467264972820921e-03,-1.301550224917812504e-14,-1.594979468013568404e-08,2.678188679531398163e-14,-4.710367362559487726e-07
4.550164164570499452e+03,5.247783269496930636e+00,1.000000861984315925e+00,1.000001739215888641e+00,1.961083382074536256e-03,1.000000198905571125e+00,1.000000865096457803e+00,4.525264110127596041e-04,1.000000198904959836e+00,1.000000865096272618e+00,4.525251101998768472e-04,1.000000861982607958e+00,1.000001739200167883e+00,1.961081186853076350e-03,-1.248096491833608318e-14,-1.524651033858887080e-08,2.644810992365595670e-14,-4.672852280132599285e-07
4.576314533332400060e+03,5.277942943459557057e+00,1.000000857730664494e+00,1.000001730028115210e+00,1.962620969304859023e-03,1.000000201518119081e+00,1.000000866562927859e+00,4.611050555619297968e-04,1.000000201515286236e+00,1.000000866558299117e+00,4.610986666553234560e-04,1.000000857730635850e+00,1.000001730020242174e+00,1.962622587375310087e-03,-1.196208270544175424e-14,-1.456604690454173401e-08,2.611162267519985395e-14,-4.635266015765671487e-07
4.602464902094298850e+03,5.308102617422182590e+00,1.000000853502821085e+00,1.000001720924524884e+00,1.964106712684486264e-03,1.000000204128723258e+00,1.000000868016360345e+00,4.697475463439099055e-04,1.000000204124976255e+00,1.000000868011772681e+00,4.697390196172534561e-04,1.000000853501197717e+00,1.000001720914778680e+00,1.964104653188099465e-03,-1.146564929752230916e-14,-1.391815119322192607e-08,2.577152160712918611e-14,-4.597588258332813755e-07
4.628615270856198549e+03,5.338262291384809011e+00,1.000000849302078221e+00,1.000001711906373325e+00,1.965544615073620566e-03,1.000000206737486907e+00,1.000000869461063147e+00,4.784540455573687602e-04,1.000000206733893782e+00,1.000000869456802777e+00,4.784458287802231379e-04,1.000000849300412664e+00,1.000001711891465694e+00,1.965542429860308183e-03,-1.099094569267798954e-14,-1.330149266622815882e-08,2.542934013869643963e-14,-4.559860016257680308e-07
4.654765639618098248e+03,5.368421965347435432e+00,1.000000845119612958e+00,1.000001702944907755e+00,1.966915205649657529e-03,1.000000209344188429e+00,1.000000870896856187e+00,4.872239655113913851e-04,1.000000209341552759e+00,1.000000870892984173e+00,4.872179332278769957e-04,1.000000845116293169e+00,1.000001702932585168e+00,1.966909141498681454e-03,-1.053030969624010569e-14,-1.270496456557107092e-08,2.508515050521065277e-14,-4.522083915842177191e-07
4.680916008379997038e+03,5.398581639310060964e+00,1.000000840963900073e+00,1.000001694065213442e+00,1.968239035960132107e-03,1.000000211947255746e+00,1.000000872319431355e+00,4.960535459404604710e-04,1.000000211946792117e+00,1.000000872318963285e+00,4.960525659821242049e-04,1.000000840964567761e+00,1.000001694059339474e+00,1.968242253851552447e-03,-1.008951274717743876e-14,-1.213670305077695608e-08,2.473834248516183158e-14,-4.484248322491531463e-07
4.707066377141896737e+03,5.428741313272687385e+00,1.000000836837044105e+00,1.000001685271274976e+00,1.969522108479349661e-03,1.000000214546302502e+00,1.000000873729712136e+00,5.049417349854483329e-04,1.000000214543909305e+00,1.000000873727113992e+00,5.049362109922991447e-04,1.000000836833961015e+00,1.000001685255087702e+00,1.969516500534197571e-03,-9.668566988835043933e-15,-1.159648366677650948e-08,2.438949841339777962e-14,-4.446370193019797684e-07
4.733216745903795527e+03,5.458900987235312918e+00,1.000000832729267763e+00,1.000001676533232908e+00,1.970742416377638685e-03,1.000000217141750802e+00,1.000000875129843703e+00,5.138893738990726314e-04,1.000000217138057312e+00,1.000000875125042654e+00,5.138807445258822227e-04,1.000000832726141597e+00,1.000001676521369509e+00,1.970736658961099938e-03,-9.260234070772609046e-15,-1.107400139749158229e-08,2.403914713060627892e-14,-4.408462542268266855e-07
4.759367114665695226e+03,5.489060661197939339e+00,1.000000828648829332e+00,1.000001667874367284e+00,1.971920359899853679e-03,1.000000219732991136e+00,1.000000876518707393e+00,5.228948710832182368e-04,1.000000219728760964e+00,1.000000876512358694e+00,5.228849192824766828e-04,1.000000828650229101e+00,1.000001667870112021e+00,1.971925324957741511e-03,-8.869390821491396952e-15,-1.057601981544422592e-08,2.368725441741330308e-14,-4.370526367678536764e-07
4.785517483427594925e+03,5.519220335160564872e+00,1.000000824598733296e+00,1.000001659301324564e+00,1.973064200395333208e-03,1.000000222317090959e+00,1.000000877890368178e+00,5.319510446099082321e-04,1.000000222315545084e+00,1.000000877888672202e+00,5.319474640602298672e-04,1.000000824592890858e+00,1.000001659281960498e+00,1.973051847718229786e-03,-8.496639811741539018e-15,-1.010317612662624025e-08,2.333345047231757439e-14,-4.332560979258920651e-07
4.811667852189494624e+03,5.549380009123191293e+00,1.000000820568320181e+00,1.000001650783257423e+00,1.974149483401551556e-03,1.000000224896092194e+00,1.000000879250688035e+00,5.410625266472428828e-04,1.000000224896057555e+00,1.000000879251064623e+00,5.410625652872416355e-04,1.000000820567429338e+00,1.000001650774685613e+00,1.974148960182314089e-03,-8.135173554598415532e-15,-9.645941452773086126e-09,2.297862605688617505e-14,-4.294584151741546887e-07
4.837818220951394323e+03,5.579539683085817714e+00,1.000000816565532080e+00,1.000001642341643127e+00,1.975196191920771619e-03,1.000000227469785008e+00,1.000000880599501540e+00,5.502286101681264649e-04,1.000000227466478986e+00,1.000000880594752006e+00,5.502207383772040250e-04,1.000000816566219086e+00,1.000001642336945995e+00,1.975199466513125404e-03,-7.789089739085489890e-15,-9.209909905894125565e-09,2.262284891651227612e-14,-4.256598430142204929e-07
4.863968589713293113e+03,5.609699357048443247e+00,1.000000812594325605e+00,1.000001633985696081e+00,1.976215031975295158e-03,1.000000230035252180e+00,1.000000881931419450e+00,5.594419917730435047e-04,1.000000230031340198e+00,1.000000881926152108e+00,5.594326064861834379e-04,1.000000812587473531e+00,1.000001633965565295e+00,1.976199973835053060e-03,-7.459458322397403742e-15,-8.796382686738113721e-09,2.226593458809210288e-14,-4.218608261880299047e-07
4.890118958475192812e+03,5.639859031011069668e+00,1.000000808643229488e+00,1.000001625683692774e+00,1.977179194705491229e-03,1.000000232592744620e+00,1.000000883247941674e+00,5.687029628360395529e-04,1.000000232590181337e+00,1.000000883244893668e+00,5.686968276827847682e-04,1.000000808643038752e+00,1.000001625676264716e+00,1.977180326989974417e-03,-7.139903424724374457e-15,-8.396577827999481496e-09,2.190827306004557088e-14,-4.180623630350004286e-07
4.916269327237091602e+03,5.670018704973695201e+00,1.000000804719787695e+00,1.000001617455323899e+00,1.978108012761340285e-03,1.000000235143481131e+00,1.000000884551829117e+00,5.780142059838807352e-04,1.000000235142544325e+00,1.000000884550607871e+00,5.780120390476121842e-04,1.000000804718433889e+00,1.000001617448315505e+00,1.978106277013356139e-03,-6.833847375437808418e-15,-8.015099499180536577e-09,2.155012465837573535e-14,-4.142647773153654764e-07
4.942419695998991301e+03,5.700178378936321621e+00,1.000000800828943159e+00,1.000001609312270334e+00,1.979014785924142466e-03,1.000000237686571092e+00,1.000000885841725085e+00,5.873732555703493636e-04,1.000000237684740556e+00,1.000000885838729703e+00,5.873688718061329320e-04,1.000000800824695668e+00,1.000001609296330196e+00,1.979005874680102046e-03,-6.542720949291263471e-15,-7.653741132463682955e-09,2.119153564070531778e-14,-4.104684931914078285e-07
4.968570064760891000e+03,5.730338052898947154e+00,1.000000796958486537e+00,1.000001601222042513e+00,1.979870461618678072e-03,1.000000240217647107e+00,1.000000887110646053e+00,5.967689618004303311e-04,1.000000240215206393e+00,1.000000887107567404e+00,5.967630418799179824e-04,1.000000796957590143e+00,1.000001601213811764e+00,1.979869812715980004e-03,-6.260575358639986943e-15,-7.304432438174004884e-09,2.083261163082982134e-14,-4.066752616046124362e-07
4.994720433522790699e+03,5.760497726861573575e+00,1.000000793115503273e+00,1.000001593202576755e+00,1.980693534199195246e-03,1.000000242740570533e+00,1.000000888365862428e+00,6.062104966165271286e-04,1.000000242737641099e+00,1.000000888362195139e+00,6.062033281866655975e-04,1.000000793112202579e+00,1.000001593193365901e+00,1.980686862009955335e-03,-5.990250281440310732e-15,-6.970939674551219177e-09,2.047364605145010779e-14,-4.028846308290725453e-07
5.020870802284690399e+03,5.790657400824199996e+00,1.000000789305931725e+00,1.000001585267900950e+00,1.981499989190424731e-03,1.000000245255147746e+00,1.000000889607228105e+00,6.156970541510273145e-04,1.000000245251605691e+00,1.000000889602265630e+00,6.156883132816013760e-04,1.000000789302822213e+00,1.000001585254071790e+00,1.981493746834537325e-03,-5.733445889168098115e-15,-6.655413004863256211e-09,2.011470020995484245e-14,-3.990968416883848897e-07
5.047021171046589188e+03,5.820817074786825529e+00,1.000000785516893309e+00,1.000001577384862728e+00,1.982258638210453866e-03,1.000000247757198757e+00,1.000000890828373512e+00,6.252177587709002379e-04,1.000000247756662963e+00,1.000000890827434041e+00,6.252165618372009480e-04,1.000000785514007173e+00,1.000001577374070250e+00,1.982252911913960896e-03,-5.484631650203470736e-15,-6.350457684243754608e-09,1.975598065200899393e-14,-3.953138844051798694e-07
5.073171539808488888e+03,5.850976748749451950e+00,1.000000781754968093e+00,1.000001569569684223e+00,1.982986977312553318e-03,1.000000250247631062e+00,1.000000892031374988e+00,6.347744210711339652e-04,1.000000250247677025e+00,1.000000892031445154e+00,6.347746962268405613e-04,1.000000781754696755e+00,1.000001569565086346e+00,1.982987839526835494e-03,-5.246146941493841460e-15,-6.059135743489475758e-09,1.939768039558902036e-14,-3.915360210526354111e-07
