# x,rho,A0_scalar,C0_scalar,M0_scalar,A0_proca,C0_proca,M0_proca,A0_proca_nr_radial,C0_proca_nr_radial,M0_proca_nr_radial,A0_scalar_sp,C0_scalar_sp,M0_scalar_sp,A2_scalar,C2_scalar,A2_proca,C2_proca
3.898443517313170403e+00,4.595161610163631116e-01,1.000954633121615034e+00,1.027477011180073507e+00,1.859016973010116282e-03,1.000000405237704504e+00,1.007498014781626594e+00,7.898978309808634272e-07,1.000000259038930972e+00,1.007343308408803262e+00,5.049243207203333867e-07,1.000863902954890694e+00,1.025664676225097827e+00,1.683938437040611875e-03,-5.892518557439137660e-06,-2.548606060685324609e-02,1.324151598555007680e-07,-7.459088991092929950e-03
4.158339751800714801e+00,4.901505717507873006e-01,1.001079890879867929e+00,1.027533658578333453e+00,2.242854548509052703e-03,1.000000503591268686e+00,1.007498056308973267e+00,1.047051268392397690e-06,1.000000335488981040e+00,1.007343365501032428e+00,6.975385832848195727e-07,1.000977949115553933e+00,1.025719216301262726e+00,2.033322341222930721e-03,-6.633971216994601454e-06,-2.529231049220450472e-02,1.504078138492404632e-07,-7.459006668210718324e-03
4.418235986288260086e+00,5.207849824852115450e-01,1.001213155997098259e+00,1.027593442842255955e+00,2.676757417366696853e-03,1.000000616264332454e+00,1.007498106838961904e+00,1.361399786317188288e-06,1.000000426966776379e+00,1.007343433952004874e+00,9.432199882102543374e-07,1.001098138571894447e+00,1.025776621369936636e+00,2.425917678137426946e-03,-7.412363136806871372e-06,-2.508565563645288182e-02,1.693168559049119891e-07,-7.458908525930215382e-03
4.678132220775804484e+00,5.514193932196357339e-01,1.001351360954708447e+00,1.027655098733189831e+00,3.156656829273492629e-03,1.000000750282944662e+00,1.007498171043875734e+00,1.754960092439050849e-06,1.000000535199511154e+00,1.007343515119907273e+00,1.251867038612723201e-06,1.001224159348441889e+00,1.025836296084348787e+00,2.863389645654890701e-03,-8.212259802927727024e-06,-2.487097215793860130e-02,1.894432907853435154e-07,-7.458786464695964236e-03
4.938028455263348881e+00,5.820538039540599229e-01,1.001495464882800501e+00,1.027718949946508253e+00,3.686810576810877708e-03,1.000000908699535840e+00,1.007498251239562270e+00,2.243590043758675538e-06,1.000000662389396222e+00,1.007343610626393549e+00,1.635448843284179430e-06,1.001355813422651897e+00,1.025898235093948729e+00,3.347522630541379871e-03,-9.037034643445467788e-06,-2.464665901073642695e-02,2.107499840995249149e-07,-7.458636582279361271e-03
5.197924689750893279e+00,6.126882146884841118e-01,1.001647129155315286e+00,1.027785438726154910e+00,4.273787172355715883e-03,1.000001087305134151e+00,1.007498344831540660e+00,2.825862028355821413e-06,1.000000813780743902e+00,1.007343723577384109e+00,2.114985510239777061e-06,1.001492916195801497e+00,1.025962443075878694e+00,3.880032976942842000e-03,-9.890229835527524177e-06,-2.440981758229463297e-02,2.329363970199933918e-07,-7.458463455889657000e-03
5.457820924238438565e+00,6.433226254229083008e-01,1.001803064669417376e+00,1.027853326228902686e+00,4.911546204816568360e-03,1.000001287250290138e+00,1.007498452662199506e+00,3.512786262298668043e-06,1.000000988501903443e+00,1.007343854109612247e+00,2.697533185907984169e-06,1.001635064016250132e+00,1.026028208003057829e+00,4.461943300179914244e-03,-1.075773134512957320e-05,-2.416580171745505087e-02,2.560060425301525381e-07,-7.458265653949401955e-03
5.717717158725982962e+00,6.739570361573324897e-01,1.001963647668714819e+00,1.027922705710634821e+00,5.602789080834617158e-03,1.000001526950522468e+00,1.007498587400224910e+00,4.365328935764703021e-06,1.000001188663336649e+00,1.007344003874923066e+00,3.398220377961589537e-06,1.001782194552236938e+00,1.026095976916766794e+00,5.095042185756582138e-03,-1.164022577232603977e-05,-2.391394778997963863e-02,2.804940157260168191e-07,-7.458021357617057936e-03
5.977613393213528248e+00,7.045914468917567897e-01,1.002131107049406111e+00,1.027994061797782077e+00,6.355921870546948384e-03,1.000001793654917703e+00,1.007498740625195399e+00,5.360878213831684976e-06,1.000001416452582781e+00,1.007344174591603636e+00,4.233502965072476222e-06,1.001933895160962651e+00,1.026165081524248013e+00,5.780038807620546323e-03,-1.254060503548860375e-05,-2.365025347096961009e-02,3.058189432502789646e-07,-7.457745184895169487e-03
6.237509627701072645e+00,7.352258576261809786e-01,1.002302113776453396e+00,1.028066309010024826e+00,7.163237833844459009e-03,1.000002088428670666e+00,1.007498913131332330e+00,6.513283367538291429e-06,1.000001676330586564e+00,1.007344369104727688e+00,5.228064086624157750e-06,1.002089972373635618e+00,1.026235553360111963e+00,6.518111401090946957e-03,-1.344788574184270151e-05,-2.338031596009109564e-02,3.319741161071347679e-07,-7.457435785010803862e-03
6.497405862188617043e+00,7.658602683606051675e-01,1.002476628737482223e+00,1.028139420013120642e+00,8.025953731034896413e-03,1.000002423922702111e+00,1.007499113780797151e+00,7.874585699626800002e-06,1.000001972688424612e+00,1.007344590192814415e+00,6.408678667202390852e-06,1.002250216329393817e+00,1.026307336742167120e+00,7.310284384898248916e-03,-1.436167557857434530e-05,-2.310418570350651971e-02,3.592284947833160694e-07,-7.457077934926698883e-03
6.757302096676161440e+00,7.964946790950293565e-01,1.002657081092671598e+00,1.028213692388930900e+00,8.953559485652915276e-03,1.000002803847195310e+00,1.007499345376382083e+00,9.473194704583619727e-06,1.000002304758977001e+00,1.007344838191673420e+00,7.786976333587716944e-06,1.002414148804127159e+00,1.026379728643348033e+00,8.156566387908001370e-03,-1.528120281426588507e-05,-2.281725991653428889e-02,3.875338332807208644e-07,-7.456666866986540534e-03
7.017198331163706726e+00,8.271290898294535454e-01,1.002840338245015728e+00,1.028288332812632433e+00,9.937382867817749765e-03,1.000003219695615009e+00,1.007499602102005953e+00,1.129658497679472792e-05,1.000002675076123726e+00,1.007345115082050269e+00,9.385769855888881046e-06,1.002581756546688130e+00,1.026453168641356495e+00,9.058348865445351589e-03,-1.620035882479073624e-05,-2.252504568953994993e-02,4.166198158930839034e-07,-7.456212603368068438e-03
7.277094565651251123e+00,8.577635005638777344e-01,1.003026343215650540e+00,1.028363310070634196e+00,1.097826887467477121e-02,1.000003673207735089e+00,1.007499885229361292e+00,1.336509093091882923e-05,1.000003086243576478e+00,1.007345422904618593e+00,1.122944317921163504e-05,1.002752535004388879e+00,1.026526930392116288e+00,1.001522876110143637e-02,-1.711875733265123633e-05,-2.222762571403366985e-02,4.464895255018038054e-07,-7.455712968331590015e-03
7.536990800138796409e+00,8.883979112983020343e-01,1.003216643806677633e+00,1.028438491232603003e+00,1.208304055157016950e-02,1.000004194222041454e+00,1.007500215927968235e+00,1.580584017708045700e-05,1.000003546314932157e+00,1.007345766314579061e+00,1.336427150899740128e-05,1.002926328104895015e+00,1.026601101281314321e+00,1.102785400239072143e-02,-1.803061830778787217e-05,-2.192173134648994076e-02,4.775989251818546980e-07,-7.455131612499787258e-03
7.796887034626340807e+00,9.190323220327262232e-01,1.003409243534166384e+00,1.028513521821812438e+00,1.324558592653637436e-02,1.000004759812805899e+00,1.007500578179683526e+00,1.855577305498925248e-05,1.000004056399051544e+00,1.007346146598559145e+00,1.581364258643643266e-05,1.003102906524769633e+00,1.026675574292710946e+00,1.209650582631655730e-02,-1.893478535565491390e-05,-2.161103113403908121e-02,5.094339869569994063e-07,-7.454496058236537680e-03
8.056783269113886092e+00,9.496667327671504122e-01,1.003603818279959814e+00,1.028588361079372016e+00,1.446546052040224330e-02,1.000005371289556910e+00,1.007500972954115337e+00,2.163754169637057987e-05,1.000004616750370001e+00,1.007346564721789628e+00,1.859807856898985630e-05,1.003281749591136141e+00,1.026749680180267577e+00,1.322017259964319846e-02,-1.983136646306582926e-05,-2.129613823116399685e-02,5.419863471359230411e-07,-7.453804637624510121e-03
8.316679503601429602e+00,9.803011435015746011e-01,1.003801203051714497e+00,1.028662566355607710e+00,1.574683683039610274e-02,1.000006048323211383e+00,1.007501414308250576e+00,2.515083072141499509e-05,1.000005230274705115e+00,1.007347022950062509e+00,2.174925921886775005e-05,1.003462903688616681e+00,1.026823856696094994e+00,1.439993006503171788e-02,-2.071145450556821031e-05,-2.097490451102794473e-02,5.754835324389584299e-07,-7.453033197048397965e-03
8.576575738088974887e+00,1.010935554235998790e+00,1.004000223029569261e+00,1.028736003829047840e+00,1.708576103639857305e-02,1.000006794764273010e+00,1.007501905131547915e+00,2.913770722109119789e-05,1.000005899939225396e+00,1.007347523601470174e+00,2.530063780849762465e-05,1.003645787090619468e+00,1.026897338868227427e+00,1.563418455382288227e-02,-2.157579793040414321e-05,-2.064956758348718280e-02,6.098692032906156957e-07,-7.452176743950619450e-03
8.836471972576520173e+00,1.041569964970423090e+00,1.004200452316722725e+00,1.028808735636627558e+00,1.848096118819405123e-02,1.000007596585323899e+00,1.007502435494483928e+00,3.356325168509236061e-05,1.000006638941593140e+00,1.007348073778654651e+00,2.933241065793221287e-05,1.003830309851133640e+00,1.026970284340315898e+00,1.692321282291334508e-02,-2.242641283585449636e-05,-2.032105349051592860e-02,6.449113230398799562e-07,-7.451252318535108235e-03
9.096368207064063682e+00,1.072204375704847168e+00,1.004402188675975971e+00,1.028880133004566488e+00,1.993421040152828019e-02,1.000008456237071242e+00,1.007503007182300347e+00,3.846019779450107512e-05,1.000007442125033563e+00,1.007348671920216043e+00,3.384815477382884961e-05,1.004016227271218087e+00,1.027042543652006312e+00,1.826654103112602956e-02,-2.325303732465926887e-05,-1.998810901374195939e-02,6.806116691128241240e-07,-7.450256839541253943e-03
9.356264441551608968e+00,1.102838786439271468e+00,1.004604760351934134e+00,1.028950066343165659e+00,2.144293817977464822e-02,1.000009416819239272e+00,1.007503651148119905e+00,4.405271066417277079e-05,1.000008311989189158e+00,1.007349320167404416e+00,3.888458444435672311e-05,1.004203113391303415e+00,1.027113671969131170e+00,1.966272018343050154e-02,-2.405556965871267697e-05,-1.965195998067250857e-02,7.173340106135866630e-07,-7.449137001281788684e-03
9.616160676039152477e+00,1.133473197173695546e+00,1.004807800586041466e+00,1.029018807164641114e+00,2.300568472237426651e-02,1.000010442889546880e+00,1.007504342092302441e+00,5.020972756799993371e-05,1.000009251752620454e+00,1.007350021020683384e+00,4.448316986636407188e-05,1.004390763512765128e+00,1.027183597163916273e+00,2.111114371461951869e-02,-2.483911012375928404e-05,-1.931362977587112312e-02,7.546474788953246327e-07,-7.447936266976993951e-03
9.876056910526697763e+00,1.164107607908119846e+00,1.005011244646099922e+00,1.029085660938583668e+00,2.462228038795861995e-02,1.000011535944117513e+00,1.007505081111989442e+00,5.696416317536746995e-05,1.000010267456310276e+00,1.007350778300704519e+00,5.070099142357159511e-05,1.004578988985301402e+00,1.027252260098080905e+00,2.261117790575535927e-02,-2.559360538210202289e-05,-1.897253191220775459e-02,7.925423413365248102e-07,-7.446652719576339272e-03
1.013595314501424305e+01,1.194742018642544146e+00,1.005214614980222132e+00,1.029150298298003863e+00,2.629045196973226611e-02,1.000012723798844094e+00,1.007505888235904257e+00,6.448309398551794862e-05,1.000011370804310795e+00,1.007351598346799548e+00,5.762696985745817207e-05,1.004767357400052630e+00,1.027319220735353200e+00,2.416085561623465550e-02,-2.631580202222482163e-05,-1.862929414360369254e-02,8.311965698701039276e-07,-7.445251781534554907e-03
1.039584937950178656e+01,1.225376429376968224e+00,1.005417753793144797e+00,1.029213295588934818e+00,2.800932855833869820e-02,1.000014009837540963e+00,1.007506765974414575e+00,7.282106024246073190e-05,1.000012555328430253e+00,1.007352479163914349e+00,6.526165163570493363e-05,1.004955819628349900e+00,1.027384623935916785e+00,2.575997720415186890e-02,-2.701475601834561614e-05,-1.828483192050470163e-02,8.705493481091552704e-07,-7.443728990807696455e-03
1.065574561398933184e+01,1.256010840111392524e+00,1.005620400878971976e+00,1.029274004369151063e+00,2.977741997011032482e-02,1.000015373573549082e+00,1.007507699625248332e+00,8.190718525215415257e-05,1.000013824451762678e+00,1.007353423395771275e+00,7.365492061812387199e-05,1.005143990372860507e+00,1.027448102292927823e+00,2.740652642700622255e-02,-2.768190418356862218e-05,-1.793900328927549789e-02,9.104135128229073235e-07,-7.442109638993747375e-03
1.091564184847687713e+01,1.286645250845816602e+00,1.005821985872809909e+00,1.029331713020065653e+00,3.159143144964106364e-02,1.000016818296544985e+00,1.007508691572762016e+00,9.178970704698614295e-05,1.000015181639797746e+00,1.007354433721582510e+00,8.285867135288784498e-05,1.005331672271597254e+00,1.027509566099444438e+00,2.909931248510544063e-02,-2.830910335718939396e-05,-1.759223104736445942e-02,9.507885682126255978e-07,-7.440389566230293933e-03
1.117553808296442241e+01,1.317279661580240901e+00,1.006022693100281140e+00,1.029387383010790913e+00,3.345194724026435279e-02,1.000018401539103818e+00,1.007509783293067729e+00,1.028216584434428189e-04,1.000016638256150614e+00,1.007355516371749138e+00,9.297073262317852597e-05,1.005518717440486709e+00,1.027568986001289320e+00,3.083731846264005719e-02,-2.890989383833611099e-05,-1.724513480487558856e-02,9.919364949092892479e-07,-7.438496879749965755e-03
1.143543431745196592e+01,1.347914072314664979e+00,1.006222220354592078e+00,1.029440510955299315e+00,3.535689767841541931e-02,1.000020073593633985e+00,1.007510939008825490e+00,1.147728268549427961e-04,1.000018199256014650e+00,1.007356674554144682e+00,1.040581983916298104e-04,1.005704681372028064e+00,1.027625920932770498e+00,3.261775456590884636e-02,-2.947815878367109169e-05,-1.689780829416450900e-02,1.033522402032421759e-06,-7.436493317389342855e-03
1.169533055193951121e+01,1.378548483049089279e+00,1.006419649177301201e+00,1.029489849290923020e+00,3.730050343184279638e-02,1.000021836076390613e+00,1.007512159889850878e+00,1.276872774836789641e-04,1.000019860279911299e+00,1.007357907407788522e+00,1.161362692077115165e-04,1.005889580580543230e+00,1.027680557522268501e+00,3.444029585086830214e-02,-2.999974714390743033e-05,-1.655082912611898979e-02,1.075535524597277895e-06,-7.434376791462555568e-03
1.195522678642705650e+01,1.409182893783513579e+00,1.006615618188136274e+00,1.029536806642803226e+00,3.928570863719616640e-02,1.000023725744533465e+00,1.007513472438170687e+00,1.418199635028654694e-04,1.000021624937853293e+00,1.007359217704806742e+00,1.292655181397835910e-04,1.006073065547129053e+00,1.027732582421880814e+00,3.630243795238246446e-02,-3.049285937427266002e-05,-1.620435626014271949e-02,1.118097757820060615e-06,-7.432101190956764275e-03
1.221512302091460000e+01,1.439817304517937657e+00,1.006809918553031702e+00,1.029581107487791858e+00,4.131067411773257925e-02,1.000025744856761101e+00,1.007514878285790116e+00,1.572342482730027891e-04,1.000023496871067064e+00,1.007360608242790168e+00,1.435085853450355261e-04,1.006254952984636297e+00,1.027781902858819318e+00,3.820251009868520786e-02,-3.095444031438558799e-05,-1.585852959629602960e-02,1.161147844076650664e-06,-7.429663410020688821e-03
1.247501925540214529e+01,1.470451715252361957e+00,1.007001067594978538e+00,1.029620848579025472e+00,4.336562088475196669e-02,1.000027865851175424e+00,1.007516357561151654e+00,1.738086716644384909e-04,1.000025494372248636e+00,1.007362088164608371e+00,1.590213923529552409e-04,1.006435164363911117e+00,1.027828552300827036e+00,4.013939967573431494e-02,-3.136383863112578391e-05,-1.551439797059594831e-02,1.204548413883854988e-06,-7.427097840595838288e-03
1.273491548988968880e+01,1.501086125986786035e+00,1.007190246452778437e+00,1.029657927521602456e+00,4.545674526242830110e-02,1.000030092978271501e+00,1.007517913324460501e+00,1.916100014478354938e-04,1.000027612208169048e+00,1.007363656203295932e+00,1.758195687603452903e-04,1.006613256069823770e+00,1.027872103912846447e+00,4.210962858110334217e-02,-3.174375389242819811e-05,-1.517152218365803822e-02,1.248295706336753686e-06,-7.424399074353239640e-03
1.299481172437723409e+01,1.531720536721210335e+00,1.007377429570464278e+00,1.029692330659930377e+00,4.758311307357435821e-02,1.000032498663404823e+00,1.007519597736217465e+00,2.111501440220036154e-04,1.000029849691453698e+00,1.007365313251537664e+00,1.939455602354746028e-04,1.006789310154611927e+00,1.027912781728382852e+00,4.411290359879165013e-02,-3.209415260175806783e-05,-1.482994023958681719e-02,1.292544095588849560e-06,-7.421475851253214913e-03
1.325470795886477759e+01,1.562354947455634413e+00,1.007560470414143650e+00,1.029721507742555442e+00,4.972993200592724927e-02,1.000035017853738495e+00,1.007521363893506106e+00,2.320675858162540395e-04,1.000032210544402389e+00,1.007367062146764525e+00,2.134706796248863172e-04,1.006963026141546758e+00,1.027950333698454566e+00,4.614643900807224169e-02,-3.238895078392863453e-05,-1.449138519568413282e-02,1.337064044459537915e-06,-7.418409723513861610e-03
1.351460419335232288e+01,1.592989358190058713e+00,1.007741082842601887e+00,1.029747774716538222e+00,5.190701879028948584e-02,1.000037652213185746e+00,1.007523212979322125e+00,2.544177997112663384e-04,1.000034699343664846e+00,1.007368906093597971e+00,2.344739477003035576e-04,1.007134237004665200e+00,1.027984669799243633e+00,4.820819466980948848e-02,-3.265391392053502891e-05,-1.415476508903553560e-02,1.381844132278190658e-06,-7.415198518720327557e-03
1.377450042783986817e+01,1.623623768924483013e+00,1.007919271316215726e+00,1.029771153237280856e+00,5.411346386449341489e-02,1.000040447861744175e+00,1.007525178158982682e+00,2.785632771611393720e-04,1.000037340324520185e+00,1.007370856423415839e+00,2.571721580400385858e-04,1.007302926845746516e+00,1.028015871318302521e+00,5.029708448060948855e-02,-3.288940188813783662e-05,-1.382009342254727872e-02,1.426945540396012967e-06,-7.411783922705373825e-03
1.403439666232741345e+01,1.654258179658907091e+00,1.008092904564813264e+00,1.029789307645771590e+00,5.633361384582975806e-02,1.000043405265572449e+00,1.007527259688684618e+00,3.045701371907772858e-04,1.000040117171645537e+00,1.007372907350831293e+00,2.815101499215815037e-04,1.007468692896333895e+00,1.028043571211188389e+00,5.240929932812778136e-02,-3.307331471501563782e-05,-1.348929673070225349e-02,1.472310815288078895e-06,-7.408165032008259300e-03
1.429429289681495874e+01,1.684892590393331391e+00,1.008263461122238080e+00,1.029804065848303862e+00,5.857612527743613628e-02,1.000046489517165238e+00,1.007529432411859327e+00,3.322519412637443977e-04,1.000043033633550849e+00,1.007375061707771247e+00,3.075676811952983750e-04,1.007631649220214420e+00,1.028067990781621033e+00,5.454451461974647863e-02,-3.322496929298238410e-05,-1.316125583881582253e-02,1.517855471774385945e-06,-7.404385774868962704e-03
1.455418913130250225e+01,1.715527001127755469e+00,1.008431243773902031e+00,1.029815786841337566e+00,6.084198464451729543e-02,1.000049705930439403e+00,1.007531700121968354e+00,3.616967778060537777e-04,1.000046093467417352e+00,1.007377322331728164e+00,3.354265212546192173e-04,1.007791561415839032e+00,1.028088952153482616e+00,5.669992923714018557e-02,-3.334804244529802897e-05,-1.283572552880468849e-02,1.563571541338996928e-06,-7.400439343558879238e-03
1.481408536579004753e+01,1.746161411862179769e+00,1.008594258209473571e+00,1.029822419126033450e+00,6.311560557404150007e-02,1.000053141557939673e+00,1.007534125239577305e+00,3.936008713310518788e-04,1.000049308096881084e+00,1.007379695139450249e+00,3.652271782112871765e-04,1.007948280162144217e+00,1.028106373168029331e+00,5.887325041661011643e-02,-3.342466437496725579e-05,-1.251464942031559578e-02,1.609503922177372556e-06,-7.396215201066935058e-03
1.507398160027759282e+01,1.776795822596604069e+00,1.008753558438063802e+00,1.029825205663085441e+00,6.540298060342822350e-02,1.000056715638007354e+00,1.007536649672834628e+00,4.274409992962736188e-04,1.000052691047445874e+00,1.007382186621856190e+00,3.971319398490793162e-04,1.008101844141288783e+00,1.028120370889810120e+00,6.106352475705271315e-02,-3.346759220370671702e-05,-1.219716701452414759e-02,1.655534031714264728e-06,-7.391815400733488424e-03
1.533387783476513633e+01,1.807430233331028147e+00,1.008909812334689793e+00,1.029824868257804615e+00,6.770772382254024169e-02,1.000060429806740592e+00,1.007539274556406239e+00,4.632836409287182907e-04,1.000056229764738625e+00,1.007384792894493675e+00,4.311101715892721531e-04,1.008251914232967117e+00,1.028130657680274451e+00,6.326692237563819043e-02,-3.348354638838921569e-05,-1.188266395176947043e-02,1.701650197252350829e-06,-7.387237775315406117e-03
1.559377406925268161e+01,1.838064644065452446e+00,1.009061259325245041e+00,1.029819688554391321e+00,7.001518956107084801e-02,1.000064339562753535e+00,1.007542039574223169e+00,5.016160288906743340e-04,1.000059927965756934e+00,1.007387516734253863e+00,4.672515792223274527e-04,1.008398614579380625e+00,1.028137433236283815e+00,6.548304912279685752e-02,-3.345884094290150671e-05,-1.157295367679342553e-02,1.747850358035063087e-06,-7.382411616879556299e-03
1.585367030374022512e+01,1.868699054799876524e+00,1.009208385914798667e+00,1.029810265139385450e+00,7.232733911068990607e-02,1.000068442947617653e+00,1.007544943147752781e+00,5.424988328535782943e-04,1.000063789363902167e+00,1.007390360912646221e+00,5.056477720956410217e-04,1.008541783330320518e+00,1.028140594224999260e+00,6.770930836244221096e-02,-3.340004279811006600e-05,-1.126766531921029671e-02,1.794085089953018705e-06,-7.377339038791283672e-03
