# R,rho,minus_Psi2_num,Phi2_num,phi1_pg_sq_over_16,phi1_pg,h00_2_num,chi_2_num,minus_Psi0_PG,minus_Phi0_PG,minus_PhiN_SP
3.578629982243221548e+02,2.037337697340270992e+01,-3.574046395687436491e-20,2.569411077705797162e-21,2.568003481381959087e-21,2.027018887482584439e-10,-7.148092791374872982e-20,-5.138822155411594323e-21,2.773126515068780051e-04,2.774474327612574953e-04,2.794366051429060939e-04
3.585138385508901706e+02,2.041042974328519577e+01,-3.615926020201309311e-20,2.392537005160224773e-21,2.391228654419481417e-21,1.956007629604539776e-10,-7.231852040402618621e-20,-4.785074010320449545e-21,2.768093618986111615e-04,2.769436539268310682e-04,2.789292641653811646e-04
3.591646788774118590e+02,2.044748251316504550e+01,-3.653631991503891141e-20,2.227826896646041755e-21,2.226610800306081682e-21,1.887479080808508061e-10,-7.307263983007782282e-20,-4.455653793292083510e-21,2.763078958028519772e-04,2.764417012633968440e-04,2.784238794269815144e-04
3.598155192038875043e+02,2.048453528304227333e+01,-3.690573839144498919e-20,2.074445073460784381e-21,2.073314724139799556e-21,1.821346633297374104e-10,-7.381147678288997838e-20,-4.148890146921568763e-21,2.758082433271802358e-04,2.759415648589946812e-04,2.779203142040321184e-04
3.604663595303172201e+02,2.052158805291688637e+01,-3.724831675979312258e-20,1.931613193060010856e-21,1.930562547931773595e-21,1.757526693023704155e-10,-7.449663351958624515e-20,-3.863226386120021711e-21,2.753103946505075506e-04,2.754432348741620018e-04,2.774185587408190532e-04
3.611171998567012906e+02,2.055864082278890237e+01,-3.752970624341911928e-20,1.798606337711512265e-21,1.797629781594246253e-21,1.695938575111372889e-10,-7.505941248683823856e-20,-3.597212675423024530e-21,2.748143400227442967e-04,2.749467015396023228e-04,2.769186033508113363e-04
3.617680401830400001e+02,2.059569359265833555e+01,-3.781594177997574528e-20,1.674749356452445276e-21,1.673841662933372171e-21,1.636504402894595191e-10,-7.563188355995149056e-20,-3.349498712904890552e-21,2.743200697636338781e-04,2.744519551565183235e-04,2.764204384160568622e-04
3.624188805093336327e+02,2.063274636252520011e+01,-3.804625751053847205e-20,1.559413432525034875e-21,1.558569748252696006e-21,1.579149010449714892e-10,-7.609251502107694410e-20,-3.118826865050069750e-21,2.738275742625306819e-04,2.739589860955016221e-04,2.759240543865772014e-04
3.630697208355823022e+02,2.066979913238950672e+01,-3.825985239693735051e-20,1.452012921368465092e-21,1.451228736429202862e-21,1.523799848499377069e-10,-7.651970479387470102e-20,-2.904025842736930184e-21,2.733368439779559900e-04,2.734677847966437980e-04,2.754294417797752462e-04
3.637205611617864065e+02,2.070685190225127670e+01,-3.843891371394039176e-20,1.352002393613125686e-21,1.351273510494063679e-21,1.470386893572743279e-10,-7.687782742788078352e-20,-2.704004787226251372e-21,2.728478694360991774e-04,2.729783417682041247e-04,2.749365911798450795e-04
3.643714014879460592e+02,2.074390467211051714e+01,-3.859675520377062943e-20,1.258873861075641259e-21,1.258196381841144708e-21,1.418842560309575511e-10,-7.719351040754125886e-20,-2.517747722151282519e-21,2.723606412314838465e-04,2.724906475866095690e-04,2.744454932371897041e-04
3.650222418140616583e+02,2.078095744196724581e+01,-3.873283469932231095e-20,1.172154220681543272e-21,1.171524523202215814e-21,1.369101616799697392e-10,-7.746566939864462190e-20,-2.344308441363086544e-21,2.718751500253580033e-04,2.720046928947894571e-04,2.739561386678434339e-04
3.656730821401333174e+02,2.081801021182147693e+01,-3.886533256209553694e-20,1.091402864297187269e-21,1.090817577474907319e-21,1.321101102853166125e-10,-7.773066512419107388e-20,-2.182805728594374539e-21,2.713913865455275243e-04,2.715204684029526305e-04,2.734685182529019288e-04
3.663239224661613207e+02,2.085506298167322115e+01,-3.897476445218210194e-20,1.016209437074960818e-21,1.015665430371693557e-21,1.274780251100051205e-10,-7.794952890436420388e-20,-2.032418874149921636e-21,2.709093415854679776e-04,2.710379648876992675e-04,2.729826228379568921e-04
3.669747627921457820e+02,2.089211575152248557e+01,-3.908487166223736948e-20,9.461917713142249986e-22,9.456861356803459374e-22,1.230080410822216725e-10,-7.816974332447473895e-20,-1.892383542628449997e-21,2.704290060042691124e-04,2.705571731901335042e-04,2.724984433325370009e-04
3.676256031180870991e+02,2.092916852136929151e+01,-3.918045283380313448e-20,8.809939545909906984e-22,8.805239826921814113e-22,1.186944974422778450e-10,-7.836090566760626895e-20,-1.761987909181981397e-21,2.699503707256911689e-04,2.700780842163075235e-04,2.720159707095542588e-04
3.682764434439853858e+02,2.096622129121365319e+01,-3.921304951812748949e-20,8.202845184031768840e-22,8.198476960684023060e-22,1.145319306442288051e-10,-7.842609903625497898e-20,-1.640569036806353768e-21,2.694734267371656777e-04,2.696006889376656446e-04,2.715351960047574496e-04
3.689272837698409830e+02,2.100327406105558126e+01,-3.926937022362323026e-20,7.637547681569920475e-22,7.633487590796246865e-22,1.105150675033680429e-10,-7.853874044724646052e-20,-1.527509536313984095e-21,2.689981650904060828e-04,2.691249783879356983e-04,2.710561397743933821e-04
3.695781240956540614e+02,2.104032683089508993e+01,-3.930370550380640282e-20,7.111172218141539970e-22,7.107398517734681467e-22,1.066388185811128067e-10,-7.860741100761280564e-20,-1.422234443628307994e-21,2.685245768997424065e-04,2.686509436650164062e-04,2.705788550482829337e-04
3.702289644214247915e+02,2.107737960073218630e+01,-3.933515291829920127e-20,6.621041463270952596e-22,6.617533962024093958e-22,1.028982717990858674e-10,-7.867030583659840254e-20,-1.324208292654190519e-21,2.680526533418436941e-04,2.681785759290900018e-04,2.701032403614555643e-04
3.708798047471534005e+02,2.111443237056688460e+01,-3.935424119281437751e-20,6.164662078816383854e-22,6.161402013819364758e-22,9.928868627447431274e-11,-7.870848238562875502e-20,-1.232932415763276771e-21,2.675823856558845470e-04,2.677078664025112076e-04,2.696292870108683219e-04
3.715306450728402297e+02,2.115148514039920613e+01,-3.936905582125796499e-20,5.739712100753396423e-22,5.736682011504038276e-22,9.580548636903035331e-11,-7.873811164251592998e-20,-1.147942420150679285e-21,2.671137651416022329e-04,2.672388063689190574e-04,2.691569863534693289e-04
3.721814853984854494e+02,2.118853791022915800e+01,-3.934184369275885016e-20,5.344029114358310647e-22,5.341212785687989557e-22,9.244425594432995056e-11,-7.868368738551770032e-20,-1.068805822871662129e-21,2.666467831600738414e-04,2.667713871727928066e-04,2.686863298056865268e-04
3.728323257240892303e+02,2.122559068005675087e+01,-3.931542699240425891e-20,4.975599345661702563e-22,4.972981709338127106e-22,8.920073281616583236e-11,-7.863085398480851782e-20,-9.951198691323405126e-22,2.661814311327725946e-04,2.663056002200070438e-04,2.682173088429191314e-04
3.734831660496518566e+02,2.126264344988199895e+01,-3.928302657529954965e-20,4.632547464526512597e-22,4.630114498829651219e-22,8.607080340119663135e-11,-7.856605315059909930e-20,-9.265094929053025193e-22,2.657177005406241577e-04,2.658414369749451112e-04,2.677499149990366766e-04
3.741340063751733851e+02,2.129969621970490934e+01,-3.927002386627665853e-20,4.313127031396062819e-22,4.310865714481492563e-22,8.305049754920428919e-11,-7.854004773255331707e-20,-8.626254062792125637e-22,2.652555829240621499e-04,2.653788889629415948e-04,2.672841398658824504e-04
3.747848467006542705e+02,2.133674898952550691e+01,-3.924047060506129331e-20,4.015711681652636958e-22,4.013609912659589578e-22,8.013598355455146805e-11,-7.848094121012258662e-20,-8.031423363305273916e-22,2.647950698820289439e-04,2.649179477667296112e-04,2.668199750927805619e-04
3.754356870260945698e+02,2.137380175934379167e+01,-3.919463059878338502e-20,3.738786885855143931e-22,3.736833404808802775e-22,7.732356334064076284e-11,-7.838926119756677004e-20,-7.477573771710287862e-22,2.643361530720311769e-04,2.644586050284392087e-04,2.663574123860501107e-04
3.760865273514945670e+02,2.141085452915978138e+01,-3.918284075458767504e-20,3.480942232130618280e-22,3.479126581829369646e-22,7.460966781139687856e-11,-7.836568150917535008e-20,-6.961884464261236560e-22,2.638788242091405500e-04,2.640008524474879437e-04,2.658964435085223914e-04
3.767373676768543760e+02,2.144790729897348669e+01,-3.911704640498024523e-20,3.240864302286102387e-22,3.239176765059418939e-22,7.199085236399878877e-11,-7.823409280996049045e-20,-6.481728604572204774e-22,2.634230750654942277e-04,2.635446817813580367e-04,2.654370602790646579e-04
3.773882080021743377e+02,2.148496006878492182e+01,-3.907595776445590472e-20,3.017330013942695383e-22,3.015761547775736090e-22,6.946379255728251616e-11,-7.815191552891180945e-20,-6.034660027885390765e-22,2.629688974701283044e-04,2.630900848432649042e-04,2.649792545721064356e-04
3.780390483274545090e+02,2.152201283859409031e+01,-3.900894382859820283e-20,2.809200386212676894e-22,2.807742593595828736e-22,6.702527993043614222e-11,-7.801788765719640565e-20,-5.618400772425353788e-22,2.625162833083671821e-04,2.626370535042665821e-04,2.645230183171739646e-04
3.786898886526952310e+02,2.155906560840101349e+01,-3.893052503215772021e-20,2.615414783223410667e-22,2.614059860464631331e-22,6.467221796678547583e-11,-7.786105006431544042e-20,-5.230829566446821333e-22,2.620652245214905030e-04,2.621855796899330571e-04,2.640683434984246437e-04
3.793407289778966742e+02,2.159611837820569846e+01,-3.885107614625399584e-20,2.434985534759375933e-22,2.433726221053533152e-22,6.240161819765296164e-11,-7.770215229250799168e-20,-4.869971069518751865e-22,2.616157131055674157e-04,2.617356553820116005e-04,2.636152709499007293e-04
3.799915693030590091e+02,2.163317114800815943e+01,-3.874515055291317148e-20,2.266992900430266321e-22,2.265822452396498478e-22,6.021059644144373897e-11,-7.749030110582634296e-20,-4.533985800860532641e-22,2.611677411119561754e-04,2.612872726173165461e-04,2.631638061773278713e-04
3.806424096281824632e+02,2.167022391780840707e+01,-3.864619921670336533e-20,2.110580418385156381e-22,2.109492569448851294e-22,5.809636917328106082e-11,-7.729239843340673066e-20,-4.221160836770312761e-22,2.607213006460828986e-04,2.608404234868411109e-04,2.627138779025043583e-04
3.812932499532672068e+02,2.170727668760645201e+01,-3.854520277608999539e-20,1.964950559197643792e-22,1.963939478987477458e-22,5.605625002067087997e-11,-7.709040555217999079e-20,-3.929901118395287584e-22,2.602763838674970742e-04,2.603951001353133066e-04,2.622654783368289920e-04
3.819440902783134106e+02,2.174432945740230139e+01,-3.847415443613431380e-20,1.829360658353886860e-22,1.828420931886586790e-22,5.408764638083763975e-11,-7.694830887226862761e-20,-3.658721316707773721e-22,2.598329829889833853e-04,2.599512947615290059e-04,2.618185997439269178e-04
3.825949306033214157e+02,2.178138222719597650e+01,-3.840927980642775028e-20,1.703119158169541525e-22,1.702245753307129443e-22,5.218805615551710755e-11,-7.681855961285550055e-20,-3.406238316339083051e-22,2.593910902760621084e-04,2.595089996171306979e-04,2.613732344392145890e-04
3.832457709282912788e+02,2.181843499698747735e+01,-3.831915651774351157e-20,1.585582096654570870e-22,1.584770331739810595e-22,5.035506459914133678e-11,-7.663831303548702315e-20,-3.171164193309141739e-22,2.589506980476552478e-04,2.590682070066074871e-04,2.609293747894713441e-04
3.838966112532232273e+02,2.185548776677682525e+01,-3.821641743012621951e-20,1.476149822308224960e-22,1.475395349147255177e-22,4.858634127649053976e-11,-7.643283486025243902e-20,-2.952299644616449921e-22,2.585117986736440443e-04,2.586289092862958938e-04,2.604870132124132613e-04
3.845474515781174318e+02,2.189254053656402021e+01,-3.812219226563128034e-20,1.374263957872680897e-22,1.373562735667030259e-22,4.687963712601931302e-11,-7.624438453126256069e-20,-2.748527915745361793e-22,2.580743845765343103e-04,2.581910988644908755e-04,2.600461421762724338e-04
3.851982919029742334e+02,2.192959330634908710e+01,-3.803360822126179279e-20,1.279404563917921996e-22,1.278752833470693719e-22,4.523278162520087643e-11,-7.606721644252358558e-20,-2.558809127835843993e-22,2.576384482292359834e-04,2.577547682006686713e-04,2.596067541993798229e-04
3.858491322277935183e+02,2.196664607613201881e+01,-3.793935365652161359e-20,1.191087485626700389e-22,1.190481755429235147e-22,4.364368005435352963e-11,-7.587870731304322718e-20,-2.382174971253400778e-22,2.572039821558402828e-04,2.573199098059308909e-04,2.591688418497526650e-04
3.864999725525758549e+02,2.200369884591284375e+01,-3.784311989706992480e-20,1.108861899864340151e-22,1.108298925218828444e-22,4.211031085553899587e-11,-7.568623979413984959e-20,-2.217723799728680303e-22,2.567709789309535751e-04,2.568865162405620239e-04,2.587323977446850227e-04
3.871508128773212434e+02,2.204075161569156904e+01,-3.771657349672670323e-20,1.032308023951352080e-22,1.031784786416819331e-22,4.063072308323974412e-11,-7.543314699345340645e-20,-2.064616047902704160e-22,2.563394311785871515e-04,2.564545801154727300e-04,2.582974145503438108e-04
3.878016532020298541e+02,2.207780438546819823e+01,-3.762250858932485230e-20,9.610349729748096575e-23,9.605486689910420592e-23,3.920303394363333247e-11,-7.524501717864970461e-20,-1.922069945949619315e-22,2.559093315727123397e-04,2.560240940916447272e-04,2.578638849813670998e-04
3.884524935267017440e+02,2.211485715524273843e+01,-3.752029712135251502e-20,8.946787782102255064e-23,8.942268023807432402e-23,3.782542641939663881e-11,-7.504059424270503005e-20,-1.789357556420451013e-22,2.554806728362057910e-04,2.555950508792426135e-04,2.574318018004672975e-04
3.891033338513373678e+02,2.215190992501521094e+01,-3.740394367146608502e-20,8.329005363917587778e-23,8.324804651076046638e-23,3.649614697707372202e-11,-7.480788734293217004e-20,-1.665801072783517556e-22,2.550534477405719258e-04,2.551674432358375100e-04,2.570011578180378007e-04
3.897541741759367255e+02,2.218896269478562289e+01,-3.728137940447469852e-20,7.753846794074562910e-23,7.749942615453131520e-23,3.521350335414670333e-11,-7.456275880894939704e-20,-1.550769358814912582e-22,2.546276491056098656e-04,2.547412639690715963e-04,2.565720108819506641e-04
3.904050145005002150e+02,2.222601546455399202e+01,-3.717700782351391302e-20,7.218373735794365504e-23,7.214745171186146236e-23,3.397586242304650350e-11,-7.435401564702782603e-20,-1.443674747158873101e-22,2.542032697991358781e-04,2.543165059335494860e-04,2.561443261683181904e-04
3.910558548250277795e+02,2.226306823432031479e+01,-3.704617876785034930e-20,6.719850248246405568e-23,6.716477838013790053e-23,3.278164812943678627e-11,-7.409235753570069859e-20,-1.343970049649281114e-22,2.537803027361507091e-04,2.538931620319484495e-04,2.557180582775372491e-04
3.917066951495195894e+02,2.230012100408460185e+01,-3.693443773407156804e-20,6.255728814392983026e-23,6.252594483406730644e-23,3.162933950219442769e-11,-7.386887546814313607e-20,-1.251145762878596605e-22,2.533587408791726503e-04,2.534712252141302358e-04,2.552932002184395621e-04
3.923575354739759860e+02,2.233717377384687097e+01,-3.680671360539354444e-20,5.823637411011208001e-23,5.820724361533506706e-23,3.051746873260233276e-11,-7.361342721078708888e-20,-1.164727482202241600e-22,2.529385772368497598e-04,2.530506884764749387e-04,2.548697450454930893e-04
3.930083757983971395e+02,2.237422654360713636e+01,-3.668982856233424664e-20,5.421367435479329552e-23,5.418660043253130389e-23,2.944461932035292579e-11,-7.337965712466849329e-20,-1.084273487095865910e-22,2.525198048644594628e-04,2.526315448613258852e-04,2.544476858584326408e-04
3.936592161227831639e+02,2.241127931336540158e+01,-3.657601449413818105e-20,5.046862423889788853e-23,5.044346175943185324e-23,2.840942428404542030e-11,-7.315202898827636211e-20,-1.009372484777957771e-22,2.521024168632424178e-04,2.522137874580998584e-04,2.540270158018935790e-04
3.943100564471341158e+02,2.244833208312167017e+01,-3.645509545310107686e-20,4.698207607241090198e-23,4.695869016169961636e-23,2.741056443394031751e-11,-7.291019090620215373e-20,-9.396415214482180397e-23,2.516864063798474049e-04,2.517974094016217634e-04,2.536077280650510506e-04
3.949608967714503365e+02,2.248538485287595989e+01,-3.635516973374141598e-20,4.373620160903524954e-23,4.371446682116491483e-23,2.644676670480984616e-11,-7.271033946748283196e-20,-8.747240321807049909e-23,2.512717666060537702e-04,2.513824038710144038e-04,2.531898158812603025e-04
3.956117370957319963e+02,2.252243762262828497e+01,-3.624632658498894385e-20,4.071440095467357878e-23,4.069420076327727566e-23,2.551680254680112489e-11,-7.249265316997788770e-20,-8.142880190934715755e-23,2.508584907786048923e-04,2.509687640911417716e-04,2.527732725277024185e-04
3.962625774199791522e+02,2.255949039237864184e+01,-3.612632755553922566e-20,3.790121821475400325e-23,3.788244432723431202e-23,2.461948637229763615e-11,-7.225265511107845133e-20,-7.580243642950800650e-23,2.504465721785420484e-04,2.505564833313878026e-04,2.523580913250324416e-04
3.969134177441920883e+02,2.259654316212705538e+01,-3.598746642331258031e-20,3.528226275135213781e-23,3.526481444990063918e-23,2.375367405683613887e-11,-7.197493284662516061e-20,-7.056452550270427563e-23,2.500360041307603254e-04,2.501455549052122862e-04,2.519442656370302069e-04
3.975642580683709753e+02,2.263359593187352559e+01,-3.587081487047611274e-20,3.284413563833492974e-23,3.282791936406283945e-23,2.291826149220322959e-11,-7.174162974095222548e-20,-6.568827127666985947e-23,2.496267800043971974e-04,2.497359721692626877e-04,2.515317888702565952e-04
3.982150983925157561e+02,2.267064870161805601e+01,-3.576510518212551583e-20,3.057436153456779617e-23,3.055929033897881182e-23,2.211218318989920568e-11,-7.153021036425103166e-20,-6.114872306913559233e-23,2.492188932113337252e-04,2.493277285247064157e-04,2.511206544737111415e-04
3.988659387166269994e+02,2.270770147136067862e+01,-3.563646970886590849e-20,2.846132509641706499e-23,2.844731811672442222e-23,2.133441093322219619e-11,-7.127293941773181699e-20,-5.692265019283412998e-23,2.488123372067496675e-04,2.489208174146773089e-04,2.507108559384928432e-04
3.995167790407045345e+02,2.274475424110138277e+01,-3.549612261463637465e-20,2.649421160254485087e-23,2.648119372161822850e-23,2.058395247628335413e-11,-7.099224522927274930e-20,-5.298842320508970175e-23,2.484071054886793917e-04,2.485152323260519935e-04,2.503023867974661166e-04
4.001676193647487594e+02,2.278180701084018622e+01,-3.535258990167679627e-20,2.466295193444180984e-23,2.465085334216500364e-23,1.985985028832392945e-11,-7.070517980335359253e-20,-4.932590386888361968e-23,2.480031915969571621e-04,2.481109667872294366e-04,2.498953191511625073e-04
4.008184596887595603e+02,2.281885978057708897e+01,-3.522456892307103473e-20,2.295817123002875519e-23,2.294692700559377003e-23,1.916118034176131618e-11,-7.044913784614206946e-20,-4.591634246005751038e-23,2.476005891135502068e-04,2.477080143694632142e-04,2.494895839577443929e-04
4.014693000127373352e+02,2.285591255031211233e+01,-3.509688851659740067e-20,2.137114095042690308e-23,2.136069078428331855e-23,1.848705094244436529e-11,-7.019377703319480134e-20,-4.274228190085380616e-23,2.471992916622811620e-04,2.473063686848631093e-04,2.490851580247972047e-04
4.021201403366821978e+02,2.289296532004526341e+01,-3.497222920917898828e-20,1.989373444810694294e-23,1.988402229127635448e-23,1.783660160065312641e-11,-6.994445841835797655e-20,-3.978746889621388588e-23,2.467992929079398934e-04,2.469060233875053356e-04,2.486820350590929055e-04
4.027709806605942049e+02,2.293001808977654221e+01,-3.484180624942768621e-20,1.851838550717874844e-23,1.850935923875167291e-23,1.720900194142666573e-11,-6.968361249885537241e-20,-3.703677101435749689e-23,2.464005865562834963e-04,2.465069721723223140e-04,2.482802088074216856e-04
4.034218209844735838e+02,2.296707085950596294e+01,-3.473128153829788232e-20,1.723804964906671668e-23,1.722966084885774131e-23,1.660345065285297448e-11,-6.946256307659576465e-20,-3.447609929813343336e-23,2.460031663538697622e-04,2.461092087752136948e-04,2.478796730562779775e-04
4.040726613083206189e+02,2.300412362923354337e+01,-3.461857840913870333e-20,1.604616825252279298e-23,1.603837192077489671e-23,1.601917447100187991e-11,-6.923715681827740667e-20,-3.209233650504558597e-23,2.456070260872800226e-04,2.457127269714920459e-04,2.474804216315468512e-04
4.047235016321353100e+02,2.304117639895927994e+01,-3.449047177926489672e-20,1.493663507861400094e-23,1.492938937134641321e-23,1.545542720022784071e-11,-6.898094355852979343e-20,-2.987327015722800188e-23,2.452121595836187495e-04,2.453175205773261425e-04,2.470824483981954494e-04
4.053743419559178847e+02,2.307822916868319041e+01,-3.437956302027644195e-20,1.390376503603392716e-23,1.389703107916508536e-23,1.491148876761275449e-11,-6.875912604055288390e-20,-2.780753007206785433e-23,2.448185607084596427e-04,2.449235834487417662e-04,2.466857472599661046e-04
4.060251822796683427e+02,2.311528193840527479e+01,-3.426957981521677991e-20,1.294226520832163447e-23,1.293600687369219922e-23,1.438666431036309327e-11,-6.853915963043355981e-20,-2.588453041664326893e-23,2.444262233681770979e-04,2.445309094809555717e-04,2.462903121590723828e-04
4.066760226033870254e+02,2.315233470812554728e+01,-3.417481942676732879e-20,1.204720782712053006e-23,1.204139152186723626e-23,1.388028329501511901e-11,-6.834963885353465758e-20,-2.409441565424106011e-23,2.440351415068930940e-04,2.441394926079309968e-04,2.458961370758989766e-04
4.073268629270740462e+02,2.318938747784401500e+01,-3.407598063179669784e-20,1.121400506021565164e-23,1.120859957480672105e-23,1.339169866734267358e-11,-6.815196126359339568e-20,-2.242801012043130328e-23,2.436453091080870159e-04,2.437493268028223525e-04,2.455032160287032241e-04
4.079777032507296326e+02,2.322644024756069570e+01,-3.396444174271783868e-20,1.043838561732384683e-23,1.043336194663229972e-23,1.292028603190025363e-11,-6.792888348543567736e-20,-2.087677123464769367e-23,2.432567201936519652e-04,2.433604060767535771e-04,2.451115430733191757e-04
4.086285435743537278e+02,2.326349301727558583e+01,-3.384733184287640585e-20,9.716372930570774693e-24,9.711704106260608117e-24,1.246544286017026103e-11,-6.769466368575281170e-20,-1.943274586114154939e-23,2.428693688231176040e-04,2.429727244799284591e-04,2.447211123028665406e-04
4.092793838979465590e+02,2.330054578698869250e+01,-3.374063964838216666e-20,9.044264804885364431e-24,9.039925771180301628e-24,1.202658772632058077e-11,-6.748127929676433331e-20,-1.808852960977072886e-23,2.424832490940942442e-04,2.425862760994101919e-04,2.443319178474593072e-04
4.099302242215084107e+02,2.333759855670003702e+01,-3.363458746153440623e-20,8.418614529082090522e-24,8.414581999866774708e-24,1.160315956961156269e-11,-6.726917492306881247e-20,-1.683722905816418104e-23,2.420983551418287583e-04,2.422010550604536405e-04,2.439439554661377056e-04
4.105810645450393395e+02,2.337465132640961940e+01,-3.355359964776697247e-20,7.836213261144717384e-24,7.832465586590852544e-24,1.119461698252573696e-11,-6.710719929553394494e-20,-1.567242652228943477e-23,2.417146811384274230e-04,2.418170555251730747e-04,2.435573043935219029e-04
4.112319048685394591e+02,2.341170409611745029e+01,-3.345116094257765374e-20,7.294073603979314234e-24,7.290590668993723676e-24,1.080043752372558181e-11,-6.690232188515530747e-20,-1.458814720795862847e-23,2.413322212928004085e-04,2.414342716928752353e-04,2.431718713528076769e-04
4.118827451920088834e+02,2.344875686582353325e+01,-3.334262826047900220e-20,6.789414354830100647e-24,6.786177464961456900e-24,1.042011705497511752e-11,-6.668525652095800440e-20,-1.357882870966020129e-23,2.409509698508838227e-04,2.410526977998372899e-04,2.427876506282600135e-04
4.125335855154478395e+02,2.348580963552787892e+01,-3.324497549874215148e-20,6.319646285754328980e-24,6.316638061072860002e-24,1.005316910119220874e-11,-6.648995099748430296e-20,-1.263929257150865796e-23,2.405709210946405108e-04,2.406723281179745655e-04,2.424046365396285074e-04
4.131844258388564981e+02,2.352286240523050154e+01,-3.313468528998974895e-20,5.882358888146066006e-24,5.879563180237272768e-24,9.699124232826196892e-12,-6.626937057997949791e-20,-1.176471777629213201e-23,2.401920693421155661e-04,2.402931569556177038e-04,2.420228234418737910e-04
4.138352661622349160e+02,2.355991517493140464e+01,-3.303512641242395509e-20,5.475308060220807058e-24,5.472709861117430750e-24,9.357529469784152985e-12,-6.607025282484791018e-20,-1.095061612044161412e-23,2.398144089470477525e-04,2.399151786575126621e-04,2.416422057248975681e-04
4.144861064855833206e+02,2.359696794463059533e+01,-3.293308556683351105e-20,5.096404628815517881e-24,5.093989986567614082e-24,9.027947706155691925e-12,-6.586617113366702210e-20,-1.019280925763103576e-23,2.394379342984809256e-04,2.395383876029333337e-04,2.412627778132745988e-04
4.151369468089017687e+02,2.363402071432808427e+01,-3.282574464280732817e-20,4.743703651801341354e-24,4.741459602634715955e-24,8.709957155012615302e-12,-6.565148928561465633e-20,-9.487407303602682707e-24,2.390626398210415893e-04,2.391627782072358599e-04,2.408845341659868807e-04
4.157877871321905445e+02,2.367107348402388212e+01,-3.270815476542468860e-20,4.415394478041278794e-24,4.413308973689563052e-24,8.403150812584111363e-12,-6.541630953084937720e-20,-8.830788956082557589e-24,2.386885199738286722e-04,2.387883449198602293e-04,2.405074692761609463e-04
4.164386274554495913e+02,2.370812625371798887e+01,-3.259797284982061613e-20,4.109791482465428276e-24,4.107853323001216356e-24,8.107135941133555433e-12,-6.519594569964123226e-20,-8.219582964930856552e-24,2.383155692509686396e-04,2.384150822258845892e-04,2.401315776708067061e-04
4.170894677786791362e+02,2.374517902341041165e+01,-3.249472437928191472e-20,3.825325433160008131e-24,3.823524211552703520e-24,7.821533569885336425e-12,-6.498944875856382945e-20,-7.650650866320016262e-24,2.379437821804497588e-04,2.380429846448040010e-04,2.397568539105597606e-04
4.177403081018794069e+02,2.378223179310117175e+01,-3.236796794297957905e-20,3.560535466996575685e-24,3.558861511144615993e-24,7.545978013373339741e-12,-6.473593588595915810e-20,-7.121070933993151370e-24,2.375731533250657890e-04,2.376720467291981720e-04,2.393832925894242008e-04
4.183911484250504031e+02,2.381928456279026562e+01,-3.226228880344791822e-20,3.314061611560035825e-24,3.312505930857005173e-24,7.280116406604504678e-12,-6.452457760689583644e-20,-6.628123223120071650e-24,2.372036772805841132e-04,2.373022630666188348e-04,2.390108883345203408e-04
4.190419887481924093e+02,2.385633733247770749e+01,-3.214806407101929434e-20,3.084637818725669763e-24,3.083192058755839166e-24,7.023608256451482094e-12,-6.429612814203858869e-20,-6.169275637451339526e-24,2.368353486771335170e-04,2.369336282773693014e-04,2.386396358058321266e-04
4.196928290713053684e+02,2.389339010216349379e+01,-3.203862929278349673e-20,2.871085487042148676e-24,2.869741883353698218e-24,6.776125008709562857e-12,-6.407725858556699345e-20,-5.742170974084297351e-24,2.364681621774833431e-04,2.365661370163918420e-04,2.382695296959589076e-04
4.203436693943895079e+02,2.393044287184764229e+01,-3.192465563185337445e-20,2.672307426176625415e-24,2.671058761776010597e-24,6.537349630271901534e-12,-6.384931126370674891e-20,-5.344614852353250830e-24,2.361021124778206470e-04,2.361997839708251945e-04,2.379005821565057367e-04
4.209945097174451121e+02,2.396749564153016721e+01,-3.182416553943930087e-20,2.487282235523579834e-24,2.486121803858994800e-24,6.306976205896445197e-12,-6.364833107887860175e-20,-4.974564471047159669e-24,2.357371943071950859e-04,2.358345638602266092e-04,2.375328348385742628e-04
4.216453500404720103e+02,2.400454841121105432e+01,-3.170471365602113353e-20,2.315059075414049452e-24,2.313980643523546109e-24,6.084709549056285040e-12,-6.340942731204226707e-20,-4.630118150828098905e-24,2.353734024268527847e-04,2.354704714380151387e-04,2.371662174034876809e-04
4.222961903634706573e+02,2.404160118089033560e+01,-3.158977996602600917e-20,2.154752796041153866e-24,2.153750570741400860e-24,5.870264826382402201e-12,-6.317955993205201833e-20,-4.309505592082307732e-24,2.350107316308469585e-04,2.351075014886960801e-04,2.368007246798094429e-04
4.229470306864409395e+02,2.407865395056800040e+01,-3.148619785621142257e-20,2.005539401602432361e-24,2.004607999247305661e-24,5.663367195225548168e-12,-6.297239571242284515e-20,-4.011078803204864722e-24,2.346491767444280896e-04,2.347456488301924438e-04,2.364363515274186893e-04
4.235978710093830273e+02,2.411570672024406292e+01,-3.139209822467402654e-20,1.866651829748652865e-24,1.865786246860807594e-24,5.463751453879735211e-12,-6.278419644934805307e-20,-3.733303659497305729e-24,2.342887326256537506e-04,2.343849083111804177e-04,2.360730928372758726e-04
4.242487113322972050e+02,2.415275948991853383e+01,-3.128095548926340023e-20,1.737376020498177159e-24,1.736571606874489531e-24,5.271161704026146636e-12,-6.256191097852680046e-20,-3.474752040996354317e-24,2.339293941632791807e-04,2.340252748124216353e-04,2.357109435311884873e-04
