# R,rho,minus_Psi2_num,Phi2_num,phi1_pg_sq_over_16,phi1_pg,h00_2_num,chi_2_num,minus_Psi0_PG,minus_Phi0_PG,minus_PhiN_SP
1.600075343651854780e+02,9.109334668244150279e+00,3.994873203346345587e-12,4.413288314391629890e-12,4.407963843034263525e-12,8.398060578999666636e-06,7.989746406692691175e-12,-8.826576628783259781e-12,6.200059498412957559e-04,6.206810663271777884e-04,6.249694168623588265e-04
1.606583747255290859e+02,9.146387440049503326e+00,3.735335512873312053e-12,4.125128116297426587e-12,4.120170895331917201e-12,8.119281638501689159e-06,7.470671025746624105e-12,-8.250256232594853173e-12,6.174959179072181392e-04,6.181655698269672428e-04,6.224377416912348950e-04
1.613092150864674750e+02,9.183440211888719062e+00,3.492540706130276293e-12,3.855669629121547414e-12,3.851054390029286418e-12,7.849641408400041435e-06,6.985081412260552586e-12,-7.711339258243094828e-12,6.150061212220614415e-04,6.156703746151848122e-04,6.199263964145838033e-04
1.619600554479380321e+02,9.220492983758230565e+00,3.265397077146047527e-12,3.603707490109411483e-12,3.599410707922429256e-12,7.588845190591178921e-06,6.530794154292095054e-12,-7.207414980218822966e-12,6.125363164125041671e-04,6.131952362604664586e-04,6.174351387355033914e-04
1.626108958098821518e+02,9.257545755654701836e+00,3.052965454946213174e-12,3.368113424602335982e-12,3.364113174277714720e-12,7.336607580376875615e-06,6.105930909892426347e-12,-6.736226849204671964e-12,6.100862639737969495e-04,6.107399142214475773e-04,6.149637301503032292e-04
1.632617361722449800e+02,9.294598527575011815e+00,2.854259027730872815e-12,3.147831320695416196e-12,3.144107186471821780e-12,7.092652182614705628e-06,5.708518055461745630e-12,-6.295662641390832391e-12,6.076557281936012522e-04,6.083041717698245421e-04,6.125121907869713516e-04
1.639125765349754715e+02,9.331651299516252607e+00,2.668380602092125086e-12,2.941872670611892672e-12,2.938405646680670524e-12,6.856711336121036318e-06,5.336761204184250171e-12,-5.883745341223785344e-12,6.052444770784926042e-04,6.058877759157477172e-04,6.100804690186766932e-04
1.645634168980258778e+02,9.368704071475706385e+00,2.494560071592590084e-12,2.749312307126149910e-12,2.746084680781276999e-12,6.628525846106389975e-06,4.989120143185180169e-12,-5.498624614252299821e-12,6.028522822818516147e-04,6.034904973361010505e-04,6.076678854951693713e-04
1.652142572613515483e+02,9.405756843450831184e+00,2.331987066431156033e-12,2.569284346851485855e-12,2.566279625773451468e-12,6.407844724427646508e-06,4.663974132862312065e-12,-5.138568693702971710e-12,6.004789190333648108e-04,6.011121103030037105e-04,6.052742166114509362e-04
1.658650976249110727e+02,9.442809615439269777e+00,2.179924417466804764e-12,2.400978437264082718e-12,2.398181269103624873e-12,6.194424937446413123e-06,4.359848834933609528e-12,-4.801956874528165437e-12,5.981241660699132545e-04,5.987523926138660357e-04,6.028992421973247522e-04
1.665159379886656268e+02,9.479862387438810600e+00,2.037740909639340730e-12,2.243636246950522917e-12,2.241032324284801309e-12,5.988031161288058914e-06,4.075481819278681460e-12,-4.487272493901045834e-12,5.957878055679599605e-04,5.964111255252202426e-04,6.005427454529076517e-04
1.671667783525790583e+02,9.516915159447396633e+00,1.904771308232992568e-12,2.096548126136548298e-12,2.094124128157241694e-12,5.788435544300019605e-06,3.809542616465985136e-12,-4.193096252273096596e-12,5.934696230786573601e-04,5.940880936849968208e-04,5.982045128855380429e-04
1.678176187166178295e+02,9.553967931463118290e+00,1.780409722849759272e-12,1.959050018611559560e-12,1.956793546029394740e-12,5.595417476513286834e-06,3.560819445699518543e-12,-3.918100037223119119e-12,5.911694074625106765e-04,5.917830850679095533e-04,5.958843342480456664e-04
1.684684590807505060e+02,9.591020703484186782e+00,1.664139723870990611e-12,1.830520574023615158e-12,1.828420071779132412e-12,5.408763365915180750e-06,3.328279447741981222e-12,-3.661041148047230316e-12,5.888869508260952124e-04,5.894958909125058710e-04,5.935822963912269334e-04
1.691192994449480693e+02,9.628073475508950096e+00,1.555414841613202952e-12,1.710378400265755111e-12,1.708423110785917672e-12,5.228266421346054931e-06,3.110829683226405903e-12,-3.420756800531510221e-12,5.866220484620487952e-04,5.872263056587723185e-04,5.912982345270350291e-04
1.697701398091832914e+02,9.665126247535855697e+00,1.453738193180643861e-12,1.598079523796266538e-12,1.596259434307918280e-12,5.053726441837418367e-06,2.907476386361287721e-12,-3.196159047592533076e-12,5.843744987871213326e-04,5.849741268885155776e-04,5.890315993881422608e-04
1.704209801734310474e+02,9.702179019563475393e+00,1.358686559904559041e-12,1.493115014923337637e-12,1.491420794616116640e-12,4.884949612212787798e-06,2.717373119809118083e-12,-2.986230029846675274e-12,5.821441032840546370e-04,5.827391552640781569e-04,5.867821934904566151e-04
1.710718205376679180e+02,9.739231791590475140e+00,1.269811685268950892e-12,1.395008728284167345e-12,1.393431690854285658e-12,4.721748304777433872e-06,2.539623370537901783e-12,-2.790017456568334689e-12,5.799306664444059400e-04,5.805211944730492846e-04,5.845498222961870508e-04
1.717226609018721604e+02,9.776284563615616818e+00,1.186705664586865835e-12,1.303315215197768796e-12,1.301847276210325375e-12,4.563940886927130839e-06,2.373411329173731671e-12,-2.606630430395537591e-12,5.777339957116489622e-04,5.783200511692010437e-04,5.823342941599375091e-04
1.723735012660236805e+02,9.813337335637758230e+00,1.109022206855822471e-12,1.217617771751094001e-12,1.216251397564083548e-12,4.411351534510181891e-06,2.218044413711644943e-12,-2.435235543502188001e-12,5.755539014259403174e-04,5.761355349188646002e-04,5.801354202759501782e-04
1.730243416301037485e+02,9.850390107655831784e+00,1.036393841206399206e-12,1.137526581560732887e-12,1.136254759321505639e-12,4.263810050781353567e-06,2.072787682412798413e-12,-2.275053163121465775e-12,5.733901967707177860e-04,5.739674581453080293e-04,5.779530146264657024e-04
1.736751819940950838e+02,9.887442879668853379e+00,9.684856091503001387e-13,1.062677000512433499e-12,1.061493203656389918e-12,4.121151690790116902e-06,1.936971218300600277e-12,-2.125354001024866998e-12,5.712426977198536981e-04,5.718156360769999225e-04,5.757872186984508639e-04
1.743260223579817136e+02,9.924495651675913521e+00,9.050141569097813235e-13,9.927279531181909884e-13,9.916260998616411752e-13,3.983216991049603678e-06,1.810028313819562647e-12,-1.985455906236381977e-12,5.691112229863071192e-04,5.696798866946517492e-04,5.736377742646469680e-04
1.749768627217488017e+02,9.961548423676168440e+00,8.456784743053133000e-13,9.273604066485926401e-13,9.263348359633950008e-13,3.849851604336759516e-06,1.691356948610626600e-12,-1.854720813297185280e-12,5.669955939709980797e-04,5.675600306812578211e-04,5.715042426546955131e-04
1.756277030853827625e+02,9.998601195668843644e+00,7.902038970145591960e-13,8.662759624759648215e-13,8.653214061751486327e-13,3.720906139477637811e-06,1.580407794029118392e-12,-1.732551924951929643e-12,5.648956347142908285e-04,5.654558913713580992e-04,5.693874547928661021e-04
1.762785434488709484e+02,1.003565396765322149e+01,7.383584574738769399e-13,8.091955391532999601e-13,8.083070881673321505e-13,3.596236005975875163e-06,1.476716914947753880e-12,-1.618391078306599920e-12,5.628111718471995317e-04,5.633672947049639390e-04,5.672854938486252430e-04
1.769293838122017917e+02,1.007270673962863938e+01,6.898955520437685898e-13,7.558581193564913059e-13,7.550312045014679724e-13,3.475701263345785164e-06,1.379791104087537180e-12,-1.511716238712982612e-12,5.607420345442593046e-04,5.612940691764878309e-04,5.651989218002457724e-04
1.775802241753646058e+02,1.010975951159449338e+01,6.445899592204972217e-13,7.060195935340289404e-13,7.052499629291071397e-13,3.359166475015150879e-06,1.289179918440994443e-12,-1.412039187068057881e-12,5.586880544773964452e-04,5.592360457914447025e-04,5.631275712343294416e-04
1.782310645383496421e+02,1.014681228355022569e+01,6.022520414139970691e-13,6.594516789120137252e-13,6.587353705853357925e-13,3.246500566666417890e-06,1.204504082827994138e-12,-1.318903357824027450e-12,5.566490657709644019e-04,5.571930580183792614e-04,5.610712771381573755e-04
1.788819049011478626e+02,1.018386505549532295e+01,5.626800135651337658e-13,6.159408909168457263e-13,6.152742174159544449e-13,3.137576688888300357e-06,1.125360027130267532e-12,-1.231881781833691453e-12,5.546249049566132072e-04,5.551649417466775205e-04,5.590298768573403760e-04
1.795327452637511101e+02,1.022091782742931798e+01,5.256888957401746648e-13,5.752875943432924567e-13,5.746671244678432386e-13,3.032272084013156668e-06,1.051377791480349330e-12,-1.150575188686584913e-12,5.526154109307124251e-04,5.531515352410476538e-04,5.570032100543454790e-04
1.801835856261517961e+02,1.025797059935178268e+01,4.911239553608548488e-13,5.373051163907205147e-13,5.367276529446844556e-13,2.930467957018972541e-06,9.822479107217096976e-13,-1.074610232781441029e-12,5.506204249121626759e-04,5.511526791005527670e-04,5.549911186678733923e-04
1.808344259883431562e+02,1.029502337126233158e+01,4.588197499812815196e-13,5.018189027052947462e-13,5.012814701859336430e-13,2.832049350377732890e-06,9.176394999625630392e-13,-1.003637805410589492e-12,5.486397903998185832e-04,5.491682162150901547e-04,5.529934468730718540e-04
1.814852663503189945e+02,1.033207614316060940e+01,4.286247297759588474e-13,4.686657391444241772e-13,4.681655689671314575e-13,2.736905022735371356e-06,8.572494595519176948e-13,-9.373314782888483544e-13,5.466733531331868789e-04,5.471979917257563386e-04,5.510100410425636600e-04
1.821361067120735413e+02,1.036912891504628931e+01,4.004126396570861142e-13,4.376930243111621191e-13,4.372275367448789540e-13,2.644927331311403630e-06,8.008252793141722284e-13,-8.753860486223242383e-13,5.447209610515701961e-04,5.452418529849900608e-04,5.490407497082713632e-04
1.827869470736018513e+02,1.040618168691908885e+01,3.740478427962165006e-13,4.087580773592365062e-13,4.083248716812248193e-13,2.556012117909380481e-06,7.480956855924330012e-13,-8.175161547184730124e-13,5.427824642557643742e-04,5.432996495161601658e-04,5.470854235240173950e-04
1.834377874348993203e+02,1.044323445877874690e+01,3.494065227572450062e-13,3.817274999342491891e-13,3.813243424805930700e-13,2.470058598432330514e-06,6.988130455144900124e-13,-7.634549998684983783e-13,5.408577149697002540e-04,5.413712329768172182e-04,5.451439152288875718e-04
1.840886277959616848e+02,1.048028723062502010e+01,3.263852507532508102e-13,3.564765797577814293e-13,3.561013892584405396e-13,2.386969255800134576e-06,6.527705015065016205e-13,-7.129531595155628587e-13,5.389465675029736502e-04,5.394564571198356973e-04,5.432168147956001423e-04
1.847394681567854491e+02,1.051734000245770950e+01,3.048730898331621325e-13,3.328887231275202536e-13,3.325395628354140286e-13,2.306649736168589699e-06,6.097461796663242650e-13,-6.657774462550405071e-13,5.370488782148186147e-04,5.375551777574427703e-04,5.413034679795648537e-04
1.853903085173672594e+02,1.055439277427662326e+01,2.847686396388998671e-13,3.108549319869329584e-13,3.105300000145738486e-13,2.229008748352769884e-06,5.695372792777997341e-13,-6.217098639738659169e-13,5.351645054778031430e-04,5.356672527243588888e-04,5.394034878926151286e-04
1.860411488777042734e+02,1.059144554608160327e+01,2.659875601784267008e-13,2.902733151360065865e-13,2.899709325527998296e-13,2.153957966359788923e-06,5.319751203568534016e-13,-5.805466302720131731e-13,5.332933096429126607e-04,5.337925418439359859e-04,5.375167357433334805e-04
1.866919892377939334e+02,1.062849831787249855e+01,2.484391827066289418e-13,2.710486231400468354e-13,2.707672276816219341e-13,2.081411934938865271e-06,4.968783654132578836e-13,-5.420972462800936709e-13,5.314351530054661765e-04,5.319309068928523843e-04,5.356430746413707016e-04
1.873428295976340792e+02,1.066555108964919008e+01,2.320402698040823963e-13,2.530918199135260879e-13,2.528299581677978727e-13,2.011287978059026262e-06,4.640805396081647926e-13,-5.061836398270521758e-13,5.295898997708659017e-04,5.300822115665848600e-04,5.337823695653431781e-04
1.879936699572228633e+02,1.070260386141157127e+01,2.167219721322672430e-13,2.363196822823204599e-13,2.360760000306701072e-13,1.943506110227267028e-06,4.334439442645344861e-13,-4.726393645646409197e-13,5.277574160227893607e-04,5.282463214474342195e-04,5.319344873313665246e-04
1.886445103165586374e+02,1.073965663315954977e+01,2.024102602840040335e-13,2.206544189611566326e-13,2.204276561521863075e-13,1.877988950562537450e-06,4.048205205680080670e-13,-4.413088379223132652e-13,5.259375696897161667e-04,5.264231039716626981e-04,5.300992965622128511e-04
1.892953506756400941e+02,1.077670940489304741e+01,1.890369790694431000e-13,2.060233196952491460e-13,2.058123041268307821e-13,1.814661639543111214e-06,3.780739581388862000e-13,-4.120466393904982920e-13,5.241302305141193330e-04,5.246124283977415814e-04,5.282766676570764845e-04
1.899461910344661817e+02,1.081376217661200911e+01,1.765458549127816807e-13,1.923584273203448137e-13,1.921620668032186334e-13,1.753451758347374081e-06,3.530917098255633614e-13,-3.847168546406896273e-13,5.223352700211014721e-04,5.228141657755980276e-04,5.264664727619367598e-04
1.905970313930361044e+02,1.085081494831638516e+01,1.648762464288656645e-13,1.795962257240936114e-13,1.794135040670119695e-13,1.694289250710217848e-06,3.297524928577313291e-13,-3.591924514481872227e-13,5.205525614884187746e-04,5.210281889143075773e-04,5.246685857405027032e-04
1.912478717513491802e+02,1.088786772000614000e+01,1.539726307556542715e-13,1.676773526048766262e-13,1.675073245066328905e-13,1.637106347219424318e-06,3.079452615113085430e-13,-3.353547052097532525e-13,5.187819799162274315e-04,5.192543723552267565e-04,5.228828821457263791e-04
1.918987121094050110e+02,1.092492049168124879e+01,1.437891722809859020e-13,1.565463309964925955e-13,1.563881156893291211e-13,1.581837491978637501e-06,2.875783445619718040e-13,-3.130926619929851910e-13,5.170234019989394803e-04,5.174925923409068318e-04,5.211092391918744921e-04
1.925495524672033412e+02,1.096197326334169908e+01,1.342761960189965406e-13,1.461513138123173098e-13,1.460040918558081963e-13,1.528419271565538461e-06,2.685523920379930813e-13,-2.923026276246346195e-13,5.152767060956908729e-04,5.157427267858949449e-04,5.193475357271423081e-04
1.932003928247441706e+02,1.099902603498748910e+01,1.253881793506742590e-13,1.364438487656313231e-13,1.363068579172730778e-13,1.476790346215863291e-06,2.507763587013485181e-13,-2.728876975312626461e-13,5.135417722024748777e-04,5.140046552494226262e-04,5.175976522068025196e-04
1.938512331820274994e+02,1.103607880661861884e+01,1.170876820367044329e-13,1.273786586495957648e-13,1.272511887095829098e-13,1.426891383165981004e-06,2.341753640734088658e-13,-2.547573172991915295e-13,5.118184819256632601e-04,5.122782589087604421e-04,5.158594706668735534e-04
1.945020735390536686e+02,1.107313157823510785e+01,1.093343057100345922e-13,1.189134322740512966e-13,1.187948225256540633e-13,1.378664992088529437e-06,2.186686114200691844e-13,-2.378268645481025931e-13,5.101067184539176402e-04,5.105634205296860628e-04,5.141336588487659684e-04
1.951529138958229908e+02,1.111018434983697567e+01,1.020907714072711300e-13,1.110086321380006686e-13,1.108982680094909013e-13,1.332055662557632936e-06,2.041815428145422601e-13,-2.220172642760013372e-13,5.084063665330429416e-04,5.088600244433916231e-04,5.124193460073209541e-04
1.958037542523360059e+02,1.114723712142425249e+01,9.532666525611233588e-14,1.036273146689983880e-13,1.035246235535459354e-13,1.287009703481964781e-06,1.906533305122246718e-13,-2.072546293379967761e-13,5.067173124392310157e-04,5.071679565172848569e-04,5.107163732011645594e-04
1.964545946085933110e+02,1.118428989299697029e+01,8.900884626976236850e-14,9.673495918307002116e-14,9.663940839576683170e-14,1.243475184445700705e-06,1.780176925395247370e-13,-1.934699183661400423e-13,5.050394439541361358e-04,5.054871041316744140e-04,5.090246289013385149e-04
1.971054349645957018e+02,1.122134266455517526e+01,8.310677260115258813e-14,9.029931058424732682e-14,9.021040466391030252e-14,1.201401878899215346e-06,1.662135452023051763e-13,-1.805986211684946536e-13,5.033726503402835561e-04,5.038173561540126855e-04,5.073440030268545507e-04
1.977562753203439172e+02,1.125839543609891003e+01,7.759584187279015484e-14,8.429023234227899290e-14,8.420750966267009732e-14,1.160741209142986197e-06,1.551916837455803097e-13,-1.685804646845579858e-13,5.017168223165890950e-04,5.021586029148039643e-04,5.056743869214790250e-04
1.984071156758389520e+02,1.129544820762823143e+01,7.244884721828480100e-14,7.867956660451277158e-14,7.860259774412276708e-14,1.121446193049833417e-06,1.448976944365696020e-13,-1.573591332090255432e-13,5.000718520343783169e-04,5.005107361829574941e-04,5.040156733309532951e-04
1.990579560310817158e+02,1.133250097914319099e+01,6.764097401221595050e-14,7.344100558289717628e-14,7.336939114411300698e-14,1.083471392472273881e-06,1.352819480244319010e-13,-1.468820111657943526e-13,4.984376330544049161e-04,4.988736491438050535e-04,5.023677563806498280e-04
1.997087963860733453e+02,1.136955375064385443e+01,6.315182290865197181e-14,6.854997134426699681e-14,6.848333920663643474e-14,1.046772863283235329e-06,1.263036458173039436e-13,-1.370999426885339936e-13,4.968140603232029662e-04,4.972472363736768486e-04,5.007305315536431274e-04
2.003596367408150627e+02,1.140660652213028747e+01,5.895947081835530647e-14,6.398350143555840684e-14,6.392150545524276253e-14,1.011308106999980554e-06,1.179189416367106129e-13,-1.279670028711168137e-13,4.952010301517151269e-04,4.956313938198064761e-04,4.991038956691972112e-04
2.010104770953080049e+02,1.144365929360255940e+01,5.504356406217478564e-14,5.972014375786778733e-14,5.966246200508687173e-14,9.770360239425105462e-07,1.100871281243495713e-13,-1.194402875157355747e-13,4.935984401920889830e-04,4.940260187763501065e-04,4.974877468616532676e-04
2.016613174495533940e+02,1.148071206506073771e+01,5.138752672242392307e-14,5.573985830855453506e-14,5.568619084167417583e-14,9.439168678791511281e-07,1.027750534448478461e-13,-1.114797166171090701e-13,4.920061894170268957e-04,4.924310098645134914e-04,4.958819845597133708e-04
2.023121578035526511e+02,1.151776483650490412e+01,4.797325271784458371e-14,5.202392369449449480e-14,5.197399152271400891e-14,9.119122021134622982e-07,9.594650543568916742e-14,-1.040478473889889896e-13,4.904241780980811427e-04,4.908462670086821689e-04,4.942865094661078951e-04
2.029629981573070268e+02,1.155481760793512791e+01,4.478436399323168341e-14,4.855485122898552280e-14,4.850839488792473105e-14,8.809848569679252259e-07,8.956872798646336681e-14,-9.710970245797104559e-14,4.888523077849482590e-04,4.892716914181027832e-04,4.927012235376431598e-04
2.036138385108181126e+02,1.159187037935150322e+01,4.180737269268418944e-14,4.531630464006902132e-14,4.527308238826332706e-14,8.510988886211832394e-07,8.361474538536837888e-14,-9.063260928013804263e-14,4.872904812848743994e-04,4.877071855639014686e-04,4.911260299656172680e-04
2.042646788640871875e+02,1.162892315075409932e+01,3.902742541016911289e-14,4.229302367927349107e-14,4.225281067099346327e-14,8.222195392569404386e-07,7.805485082033822578e-14,-8.458604735854698214e-14,4.857386026432264359e-04,4.861526531622084590e-04,4.895609328759081358e-04
2.049155192171158717e+02,1.166597592214300860e+01,3.643123730865226784e-14,3.947075394616831282e-14,3.943334108034728826e-14,7.943131984837949154e-07,7.286247461730453567e-14,-7.894150789233662564e-14,4.841965771235079430e-04,4.846079991507323825e-04,4.880063468074212442e-04
2.055663595699056145e+02,1.170302869351831632e+01,3.400753839380981468e-14,3.683618129615687824e-14,3.680137375540817043e-14,7.673473659865724364e-07,6.801507678761962936e-14,-7.367236259231375647e-14,4.826643111877082504e-04,4.830731296724399826e-04,4.864615555690433423e-04
2.062171999224579793e+02,1.174008146488010951e+01,3.174453241461781059e-14,3.437686943616937006e-14,3.434448602730599308e-14,7.412906153708516146e-07,6.348906482923562118e-14,-6.875373887233874013e-14,4.811417124783723409e-04,4.815479520547949477e-04,4.849264673895609177e-04
2.068680402747745006e+02,1.177713423622847699e+01,2.963118058443527372e-14,3.208120261307938191e-14,3.205107483698361865e-14,7.161125591635283296e-07,5.926236116887054744e-14,-6.416240522615876382e-14,4.796286897992274589e-04,4.800323747915502537e-04,4.834009916331897193e-04
2.075188806268568271e+02,1.181418700756350937e+01,2.765855117218548504e-14,2.993833204440614188e-14,2.991030291273857754e-14,6.917838149334062033e-07,5.531710234437097008e-14,-5.987666408881228376e-14,4.781251530971419861e-04,4.785263075252066400e-04,4.818850387822119102e-04
2.081697209787066072e+02,1.185123977888530433e+01,2.581671329098712451e-14,2.793812495401555796e-14,2.791204846353825722e-14,6.682759724968511029e-07,5.163342658197424902e-14,-5.587624990803111593e-14,4.766310134444728952e-04,4.770296610271396176e-04,4.803785204199266631e-04
2.088205613303253756e+02,1.188829255019394715e+01,2.409666579798804528e-14,2.607111777880940410e-14,2.604685815983188834e-14,6.455615621746001918e-07,4.819333159597609055e-14,-5.214223555761880820e-14,4.751461830218572935e-04,4.755423471832775917e-04,4.788813492139080735e-04
2.094714016817148377e+02,1.192534532148953552e+01,2.249120328817917345e-14,2.432847243012773338e-14,2.430590318830507891e-14,6.236140240668752588e-07,4.498240657635834691e-14,-4.865694486025546676e-14,4.736705751000047648e-04,4.740642789731186468e-04,4.773934388995651847e-04
2.101222420328765850e+02,1.196239809277216004e+01,2.099241480455030253e-14,2.270193468340622174e-14,2.268093818079534144e-14,6.024076783148812689e-07,4.198482960910060506e-14,-4.540386936681244348e-14,4.722041040243207810e-04,4.725953704557417367e-04,4.759147042639961579e-04
2.107730823838124365e+02,1.199945086404192551e+01,1.959280895840594004e-14,2.118379598265714774e-14,2.116426283048816524e-14,5.819176963177959810e-07,3.918561791681188008e-14,-4.236759196531429547e-14,4.707466851965325105e-04,4.711355367503777813e-04,4.744450611301318150e-04
2.114239227345238419e+02,1.203650363529891187e+01,1.828650904865141939e-14,1.976685773768964247e-14,1.974868602057999674e-14,5.621200728752531767e-07,3.657301809730283879e-14,-3.953371547537928494e-14,4.692982350603669417e-04,4.696846940240861912e-04,4.729844263411636771e-04
2.120747630850126484e+02,1.207355640654322393e+01,1.706690589097380483e-14,1.844439735976040892e-14,1.842749230189166673e-14,5.429915992262372564e-07,3.413381178194760967e-14,-3.688879471952081785e-14,4.678586710837318030e-04,4.682427594705496077e-04,4.715327177452460880e-04
2.127256034352804761e+02,1.211060917777495760e+01,1.592821765972334050e-14,1.721013709196467600e-14,1.719441056648995706e-14,5.245098369562188991e-07,3.185643531944668100e-14,-3.442027418392935200e-14,4.664279117446712419e-04,4.668096512989716729e-04,4.700898541804737264e-04
2.133764437853290303e+02,1.214766194899420704e+01,1.486553020022456104e-14,1.605821487320165606e-14,1.604358477426533640e-14,5.066530927451695527e-07,2.973106040044912208e-14,-3.211642974640331213e-14,4.650058765148790130e-04,4.653852887157583496e-04,4.686557554601230658e-04
2.140272841351599880e+02,1.218471472020106994e+01,1.387349232452508061e-14,1.498315662189232517e-14,1.496954659867615362e-14,4.894003939299788317e-07,2.774698464905016122e-14,-2.996631324378465033e-14,4.635924858452655783e-04,4.639695919105291111e-04,4.672303423581545862e-04
2.146781244847749690e+02,1.222176749139563512e+01,1.294726227853521000e-14,1.397985080614668191e-14,1.396718986653083004e-14,4.727314648555702870e-07,2.589452455707042000e-14,-2.795970161229336383e-14,4.621876611502484522e-04,4.625624820414619975e-04,4.658137421953860761e-04
2.153289648341757356e+02,1.225882026257800561e+01,1.208285704712697392e-14,1.304352467246505320e-14,1.303174667478704010e-14,4.566267039898046232e-07,2.416571409425394784e-14,-2.608704934493010640e-14,4.607913247948181024e-04,4.611638812194174264e-04,4.644060757551863564e-04
2.159798051833639931e+02,1.229587303374827911e+01,1.127595970438279323e-14,1.216972163372935706e-14,1.215876507493348429e-14,4.410671617780400390e-07,2.255191940876558646e-14,-2.433944326745871412e-14,4.594034000781621607e-04,4.597737124942824494e-04,4.630068511477912095e-04
2.166306455323413331e+02,1.233292580490654267e+01,1.052264316895969240e-14,1.135428052715541439e-14,1.134408822261568727e-14,4.260345192139376445e-07,2.104528633791938480e-14,-2.270856105431082879e-14,4.580238112214529700e-04,4.583918998418701207e-04,4.616159930748797257e-04
2.172814858811094894e+02,1.236997857605289930e+01,9.819583342127998339e-15,1.059331622454469377e-14,1.058383489680787253e-14,4.115110671038215856e-07,1.963916668425599668e-14,-2.118663244908938753e-14,4.566524833529150840e-04,4.570183681481543303e-04,4.602334271252830553e-04
2.179323262296701387e+02,1.240703134718744138e+01,9.163462118611488469e-15,9.883201188990427573e-15,9.874381299046475319e-15,3.974796860026227934e-07,1.832692423722297694e-14,-1.976640237798085515e-14,4.552893424948911694e-04,4.556530431970573503e-04,4.588590797620593085e-04
2.185831665780248443e+02,1.244408411831025951e+01,8.550921886109005286e-15,9.220548560406618133e-15,9.212344049050915316e-15,3.839238268000758442e-07,1.710184377221801057e-14,-1.844109712081323627e-14,4.539343155502972849e-04,4.542958516565720473e-04,4.574928783097906640e-04
2.192340069261753968e+02,1.248113688942145494e+01,7.979398361806146495e-15,8.602196343381005679e-15,8.594564298496175314e-15,3.708274919365321394e-07,1.595879672361229299e-14,-1.720439268676201136e-14,4.525873302894112271e-04,4.529467210658832954e-04,4.561347509420981302e-04
2.198848472741233024e+02,1.251818966052111293e+01,7.445961019586239909e-15,8.025192367598845572e-15,8.018092889786724716e-15,3.581752172283666032e-07,1.489192203917247982e-14,-1.605038473519769114e-14,4.512483153373825218e-04,4.516055798223783668e-04,4.547846266693709246e-04
2.205356876218703519e+02,1.255524243160933651e+01,6.947873329688154629e-15,7.486780497773885460e-15,7.480176491439185053e-15,3.459520542835769267e-07,1.389574665937630926e-14,-1.497356099554777092e-14,4.499172001615758809e-04,4.502723571678801662e-04,4.534424353267077598e-04
2.211865279694180515e+02,1.259229520268621094e+01,6.483257397759800725e-15,6.984387741910376855e-15,6.978244646132140355e-15,3.341435534887875858e-07,1.296651479551960145e-14,-1.396877548382075371e-14,4.485939150588591495e-04,4.489469831790993126e-04,4.521081075620622864e-04
2.218373683167680497e+02,1.262934797375183038e+01,6.049488611053475488e-15,6.515611990103327191e-15,6.509897671643553792e-15,3.227357475494415475e-07,1.209897722210695098e-14,-1.303122398020665438e-14,4.472783911438904525e-04,4.476293887517579506e-04,4.507815748245903582e-04
2.224882086639220802e+02,1.266640074480629252e+01,5.644631790290719749e-15,6.078210774231452731e-15,6.072895358789579500e-15,3.117151355655244282e-07,1.128926358058143950e-14,-1.215642154846290546e-14,4.459705603367947191e-04,4.463195055915969434e-04,4.494627693531971714e-04
2.231390490108815072e+02,1.270345351584967553e+01,5.266880201457751122e-15,5.670090759560105584e-15,5.665146414120942336e-15,3.010686676257346484e-07,1.053376040291550224e-14,-1.134018151912021117e-14,4.446703553516728746e-04,4.450172662009421742e-04,4.481516241652774455e-04
2.237898893576481498e+02,1.274050628688208420e+01,4.914368177586294435e-15,5.289297750887241910e-15,5.284698598537538184e-15,2.907837299035154216e-07,9.828736355172588870e-15,-1.057859550177448382e-14,4.433777096850000099e-04,4.437226038674912942e-04,4.468480730456450144e-04
2.244407297042234006e+02,1.277755905790359670e+01,4.585295173291868301e-15,4.934007532532262765e-15,4.929729516168236565e-15,2.808481302389100596e-07,9.170590346583736602e-15,-9.868015065064525531e-15,4.420925576040790617e-04,4.424354526532114917e-04,4.455520505356515022e-04
2.250915700506089934e+02,1.281461182891431072e+01,4.278264877204660470e-15,4.602517304502528717e-15,4.598538010840809307e-15,2.712500841906836176e-07,8.556529754409320940e-15,-9.205034609005057435e-15,4.408148341363826717e-04,4.411557473822380615e-04,4.442637741108622969e-04
2.257424103968063491e+02,1.285166459991430976e+01,3.991789166115518225e-15,4.293237538489035517e-15,4.289536130252488135e-15,2.619782015436395161e-07,7.983578332231036451e-15,-8.586475076978071033e-15,4.395444750580068671e-04,4.398834236316595536e-04,4.429831433383488778e-04
2.263932507428171448e+02,1.288871737090368796e+01,3.724279469055256966e-15,4.004684514715078627e-15,4.001241620557104631e-15,2.530214732565472958e-07,7.448558938110513931e-15,-8.009369029430157253e-15,4.382814168835125201e-04,4.386184177187502087e-04,4.417098395302179498e-04
2.270440910886427446e+02,1.292577014188252171e+01,3.474780831584659724e-15,3.735473344290351895e-15,3.732270916519857319e-15,2.443692588365355808e-07,6.949561663169319449e-15,-7.470946688580703791e-15,4.370255968548231174e-04,4.373606666917551067e-04,4.404438003263240909e-04
