# x,rho,A0_scalar,C0_scalar,M0_scalar,A0_proca,C0_proca,M0_proca,A0_proca_nr_radial,C0_proca_nr_radial,M0_proca_nr_radial,A0_scalar_sp,C0_scalar_sp,M0_scalar_sp,A2_scalar,C2_scalar,A2_proca,C2_proca
8.545229658186240806e-01,4.503216583273766949e-01,1.024712070793324603e+00,1.886046849609146703e+00,1.030388566101446066e-02,1.000007489798579341e+00,1.081476131277060215e+00,3.200078479749372630e-06,1.000000439922954509e+00,1.066089191803022196e+00,1.879621338949405801e-07,1.003432926180809703e+00,1.228867868550939546e+00,1.466757130730922789e-03,-3.077774470100520278e-03,-8.076171231798220385e-01,6.899076605747593279e-06,-7.756410736239136017e-02
9.155603205199542849e-01,4.824874910650464588e-01,1.028245212071024817e+00,1.884607830570254272e+00,1.257491652444247578e-02,1.000008656845353450e+00,1.081475261098560292e+00,3.962897747076382231e-06,1.000000580196853228e+00,1.066089296400632325e+00,2.656026084232201513e-07,1.003931625562113572e+00,1.229113431076813701e+00,1.799820179906620569e-03,-3.504501800205416830e-03,-7.987767219770095517e-01,7.880551345457139013e-06,-7.756484585786901920e-02
9.765976752212846002e-01,5.146533238027162227e-01,1.031939384894080547e+00,1.883096200656529051e+00,1.511325640447303692e-02,1.000010031947947464e+00,1.081474324613185489e+00,4.898539379839025521e-06,1.000000746347922798e+00,1.066089421720866071e+00,3.644408231867217104e-07,1.004462133890023257e+00,1.229374091126909097e+00,2.178854791761453309e-03,-3.947372967585703607e-03,-7.895150773312721304e-01,8.983947624901686516e-06,-7.756559898391733598e-02
1.037635029922614693e+00,5.468191565403859311e-01,1.035790999466859041e+00,1.881512543718950603e+00,1.792735929442823908e-02,1.000011434971715962e+00,1.081473381280419810e+00,5.932595770269325422e-06,1.000000955026592031e+00,1.066089576786325877e+00,4.954845231447865541e-07,1.005023738049684701e+00,1.229647775858885739e+00,2.606403290753981847e-03,-4.405663623060080726e-03,-7.798395287393852238e-01,1.010247964180030425e-05,-7.756635136632517025e-02
1.098672384623945231e+00,5.789849892780557505e-01,1.039844500787350690e+00,1.879833612832948697e+00,2.104932644306089368e-02,1.000013056658390243e+00,1.081472390822843188e+00,7.172401356832377985e-06,1.000001190041064358e+00,1.066089754885898744e+00,6.537326269631265035e-07,1.005616090449150679e+00,1.229935857129494270e+00,3.085121743016020802e-03,-4.882702582806392605e-03,-7.696274695107823138e-01,1.133566020560057104e-05,-7.756708934570949454e-02
1.159709739325275546e+00,6.111508220157255700e-01,1.044081227926719757e+00,1.878063068436734762e+00,2.448153839981797447e-02,1.000014732062557421e+00,1.081471393837495798e+00,8.542332367900170426e-06,1.000001486120389416e+00,1.066089974344321289e+00,8.617341447566289341e-07,1.006238638320480216e+00,1.230237922261687489e+00,3.617504810194440302e-03,-5.375092072509857211e-03,-7.589190597430546248e-01,1.259398547403435954e-05,-7.756781711565065296e-02
1.220747094026605861e+00,6.433166547533952784e-01,1.048448397875387128e+00,1.876224162135125217e+00,2.820512723204766925e-02,1.000016617224214199e+00,1.081470371362337035e+00,1.014254554417474451e-05,1.000001815924358883e+00,1.066090222774543239e+00,1.108392192053931115e-06,1.006890803695380532e+00,1.230553540138233259e+00,4.205964293321764851e-03,-5.877467118421862528e-03,-7.478519066267681481e-01,1.395049645165118499e-05,-7.756850501948751864e-02
1.281784448727935954e+00,6.754824874910649868e-01,1.052943366871724518e+00,1.874316501460577156e+00,3.222489758451630576e-02,1.000018596749156607e+00,1.081469345403339055e+00,1.191829029143122990e-05,1.000002211360579985e+00,1.066090517541631089e+00,1.417243800999409751e-06,1.007571984282579880e+00,1.230882261931874888e+00,4.852825849711601275e-03,-6.389091468621405090e-03,-7.364302349323289532e-01,1.534639932982913741e-05,-7.756916442712599724e-02
1.342821803429266270e+00,7.076483202287348062e-01,1.057625745827536434e+00,1.872298294137278107e+00,3.658246229413713441e-02,1.000020772767062471e+00,1.081468312189931114e+00,1.394677255149889487e-05,1.000002658300466862e+00,1.066090852629432817e+00,1.784811913557869620e-06,1.008281554376101008e+00,1.231223621860661810e+00,5.560325891256713039e-03,-6.911549571897017061e-03,-7.244729812784587164e-01,1.682432808546114266e-05,-7.756976449704169885e-02
1.403859158130596807e+00,7.398141529664046256e-01,1.062407997660643755e+00,1.870214082063722305e+00,4.123276521327201571e-02,1.000023091461064162e+00,1.081467284487396929e+00,1.620820527363053985e-05,1.000003172554046360e+00,1.066091237787136992e+00,2.226909526319468483e-06,1.009018865792393305e+00,1.231577137966664681e+00,6.330608669300985016e-03,-7.437905701791701872e-03,-7.122194269755237617e-01,1.835535942438581571e-05,-7.757030719862671730e-02
1.464896512831926900e+00,7.719799857040743341e-01,1.067285470616213594e+00,1.868064026072134176e+00,4.617614217733029269e-02,1.000025588110477370e+00,1.081466263658402704e+00,1.874148734491283712e-05,1.000003760922921536e+00,1.066091677320276654e+00,2.754681436433089285e-06,1.009783215932429146e+00,1.231942167910081709e+00,7.165699451848558769e-03,-7.967246802934778438e-03,-6.996790877240063322e-01,1.995262394699493636e-05,-7.757077834649536707e-02
1.525933867533257215e+00,8.041458184417440425e-01,1.072278462916762987e+00,1.865825628168964911e+00,5.142887704651062653e-02,1.000028284249345978e+00,1.081465263924816567e+00,2.157933664209053760e-05,1.000004415362729659e+00,1.066092169373443532e+00,3.368775763319206169e-06,1.010573498162441020e+00,1.232316499769609663e+00,8.067229472184684128e-03,-8.498088512831059732e-03,-6.867784028583757694e-01,2.161610589612241132e-05,-7.757115150450653862e-02
1.586971222234587531e+00,8.363116511794138619e-01,1.077365491702215516e+00,1.863500942711681763e+00,5.698011021842729062e-02,1.000031133642456105e+00,1.081464280397404387e+00,2.470332820597426324e-05,1.000005171580067298e+00,1.066092732674741361e+00,4.103574370071465832e-06,1.011389386632022047e+00,1.232701422158012372e+00,9.037314411961089658e-03,-9.026715474898599004e-03,-6.735640369899872359e-01,2.333045821073892898e-05,-7.757144938354466890e-02
1.648008576935917846e+00,8.684774839170836813e-01,1.082514200762819456e+00,1.861110723326337757e+00,6.280938877305917989e-02,1.000034248641886059e+00,1.081463340752664370e+00,2.822006128953494100e-05,1.000005989227743974e+00,1.066093349413389291e+00,4.935149345733262172e-06,1.012230151303388004e+00,1.233096396146560636e+00,1.007769712260374317e-02,-9.551838851832578428e-03,-6.601316453316650179e-01,2.512348945717288141e-05,-7.757159577588243482e-02
1.709045931637248161e+00,9.006433166547533897e-01,1.087720374862979122e+00,1.858653842938081668e+00,6.891391999536375379e-02,1.000037485166293871e+00,1.081462421185913181e+00,3.203073479820054017e-05,1.000006941790782866e+00,1.066094057300621012e+00,5.931919647866281478e-06,1.013095044929895661e+00,1.233500870977270791e+00,1.119001663102249869e-02,-1.007241157442737706e-02,-6.464884267901253034e-01,2.695251930283014375e-05,-7.757167285730191819e-02
1.770083286338578255e+00,9.328091493924230981e-01,1.092995369828654972e+00,1.856087680414163499e+00,7.530203438390703496e-02,1.000041063487181914e+00,1.081461576076423903e+00,3.634140386493319856e-05,1.000007966203637855e+00,1.066094827093333697e+00,7.050421957565134668e-06,1.013983304124070228e+00,1.233914284944142459e+00,1.237580645890292569e-02,-1.058100251273022367e-02,-6.325532007828801317e-01,2.887198073200254858e-05,-7.757153099527169804e-02
1.831120641039908570e+00,9.649749821300929176e-01,1.098297306461268663e+00,1.853454501325946691e+00,8.194239654461094036e-02,1.000044723740039831e+00,1.081460748815070483e+00,4.094545053199617914e-05,1.000009126718490515e+00,1.066095692513959525e+00,8.356061306399663557e-06,1.014894150438594655e+00,1.234336066283959754e+00,1.363649314943223695e-02,-1.107966909329410540e-02,-6.184716885925457541e-01,3.081311949904094337e-05,-7.757133665034833536e-02
1.892157995741239107e+00,9.971408148677627370e-01,1.103621228088514039e+00,1.850753927455204062e+00,8.882926961988595049e-02,1.000048812786968000e+00,1.081460034927089087e+00,4.617849847670533797e-05,1.000010389917489029e+00,1.066096638566894628e+00,9.829682725933764042e-06,1.015826791458028344e+00,1.234765634074718621e+00,1.497339500211880385e-02,-1.156754093056563959e-02,-6.042542128001930912e-01,3.285568026391234896e-05,-7.757084090517393782e-02
1.953195350442569200e+00,1.029306647605432445e+00,1.108961077265817163e+00,1.847961199103257623e+00,9.595569847209091396e-02,1.000052959533007213e+00,1.081459337285246569e+00,5.171741788537553386e-05,1.000011785079075288e+00,1.066097682262098667e+00,1.150928082720621026e-05,1.016780349123879823e+00,1.235202191327986920e+00,1.638764994378258399e-02,-1.203840583117175844e-02,-5.898816908862261066e-01,3.491129059377432267e-05,-7.757030327198137509e-02
2.014232705143899516e+00,1.061472480343102154e+00,1.114297022031076612e+00,1.845076897554533080e+00,1.033031567543427620e-01,1.000057585518034031e+00,1.081458786109195547e+00,5.799197738539275411e-05,1.000013320341335499e+00,1.066098828828434986e+00,1.341513358082220127e-05,1.017753380499915039e+00,1.235643449379942860e+00,1.787971981489646853e-02,-1.248944677607738765e-02,-5.753989012188301944e-01,3.706832916783161451e-05,-7.756940223014890945e-02
2.075270059845229387e+00,1.093638313080771862e+00,1.119620621739475075e+00,1.842121998560938945e+00,1.108612551501253762e-01,1.000062303402233121e+00,1.081458266377392174e+00,6.464416508898173719e-05,1.000014979042851859e+00,1.066100073041766905e+00,1.554277957771043830e-05,1.018745685057290240e+00,1.236090675437886643e+00,1.945117947534124453e-02,-1.292393145329901773e-02,-5.608521635244120285e-01,3.924278573464804192e-05,-7.756842696742245746e-02
2.136307414546560146e+00,1.125804145818441793e+00,1.124926453712596697e+00,1.839094569992018702e+00,1.186216700916042921e-01,1.000067475443619180e+00,1.081457902040144914e+00,7.206928234496768173e-05,1.000016821526894084e+00,1.066101445707898332e+00,1.796797631397051141e-05,1.019756425235091912e+00,1.236543261639678981e+00,2.110289885733080545e-02,-1.334071323534891454e-02,-5.462512001239044901e-01,4.150332040648996713e-05,-7.756708491192049193e-02
2.197344769247890461e+00,1.157969978556111501e+00,1.130180379220197873e+00,1.835947047262875165e+00,1.265511154668859939e-01,1.000072818122304863e+00,1.081457601623508680e+00,7.999743481349845260e-05,1.000018774130715604e+00,1.066102913812333908e+00,2.062661896246753166e-05,1.020784755273547395e+00,1.237000595667654190e+00,2.283563664021355175e-02,-1.372541186007388177e-02,-5.316120205112416786e-01,4.379283762118624159e-05,-7.756559753148688230e-02
2.258382123949220777e+00,1.190135811293781209e+00,1.135389539809432913e+00,1.832724946128724275e+00,1.346504022428524350e-01,1.000078580914787407e+00,1.081457458581202902e+00,8.872589445782390393e-05,1.000020960811395465e+00,1.066104539444317156e+00,2.366876087953538702e-05,1.021829822321903558e+00,1.237462061650470568e+00,2.465004025038721944e-02,-1.408882817240870132e-02,-5.169783237224133687e-01,4.615371066580891898e-05,-7.756375235701296056e-02
2.319419478650551092e+00,1.222301644031451140e+00,1.140549634338795526e+00,1.829427687546674841e+00,1.429107290852805190e-01,1.000084604603882044e+00,1.081457420797731883e+00,9.810848268439119834e-05,1.000023270326029001e+00,1.066106271028898433e+00,2.698682373308549116e-05,1.022890767541335455e+00,1.237927041059086131e+00,2.654664605831756619e-02,-1.443043009253330150e-02,-5.023595141141138365e-01,4.855431417067811661e-05,-7.756167470944887177e-02
2.380456833351881407e+00,1.254467476769120848e+00,1.145631229727425371e+00,1.826026975703968436e+00,1.513003691583061916e-01,1.000091004662210459e+00,1.081457534860567504e+00,1.083064786183871134e-04,1.000025808704668062e+00,1.066108162591590913e+00,3.071825369350454442e-05,1.023966727200893212e+00,1.238394913595147528e+00,2.852587976922336260e-02,-1.474099905456561360e-02,-4.877871760726650296e-01,5.101223280417341906e-05,-7.755926169639991430e-02
2.441494188053211722e+00,1.286633309506790557e+00,1.150620769508616137e+00,1.822523852429574154e+00,1.598005803043323625e-01,1.000097768008758159e+00,1.081457804832070657e+00,1.193383451079054841e-04,1.000028516068400153e+00,1.066110186984198016e+00,3.481090763260688347e-05,1.025056704963406062e+00,1.238864783490700505e+00,3.058789976995991700e-02,-1.501979993188514752e-02,-4.732954156539466717e-01,5.351976715450660076e-05,-7.755651213126693588e-02
2.502531542754541594e+00,1.318799142244460265e+00,1.155532861511471499e+00,1.818941763687033975e+00,1.684183569466869701e-01,1.000104853578801967e+00,1.081458213088916320e+00,1.311859388461545446e-04,1.000031438770825343e+00,1.066112369919792968e+00,3.933825782788237069e-05,1.026159020847813075e+00,1.239334373571483017e+00,3.273188739961287175e-02,-1.527376866842599171e-02,-4.588816268071675974e-01,5.607130884913134758e-05,-7.755346405662170983e-02
2.563568897455871909e+00,1.350964974982129974e+00,1.160361624868665897e+00,1.815278378394370895e+00,1.771422223245824601e-01,1.000112417527082131e+00,1.081458837627530034e+00,1.440788409912476008e-04,1.000034585046567503e+00,1.066114716851555455e+00,4.433057484867026289e-05,1.027273672396490589e+00,1.239804971241845077e+00,3.495896913752206264e-02,-1.550198490022609669e-02,-4.445569160472981340e-01,5.868144551876336348e-05,-7.754995758949506657e-02
2.624606252157202668e+00,1.383130807719799904e+00,1.165039129577247534e+00,1.811482159311277984e+00,1.859005076920490773e-01,1.000120238493665159e+00,1.081459578367861996e+00,1.577703810388731722e-04,1.000037927504729529e+00,1.066117218312160553e+00,4.977238302078260205e-05,1.028399788143628202e+00,1.240275959402774353e+00,3.726913076085326681e-02,-1.568768366209760332e-02,-4.304153376886881710e-01,6.132306351402513011e-05,-7.754620484181326545e-02
2.685643606858532539e+00,1.415296640457469612e+00,1.169615402040653951e+00,1.807604265340191807e+00,1.947334650862388716e-01,1.000128666146194112e+00,1.081460605858418411e+00,1.727534789482383464e-04,1.000041555322208398e+00,1.066119918588807725e+00,5.580139270991009247e-05,1.029536497238447756e+00,1.240746723592506484e+00,3.966225248871583370e-02,-1.584720475025257203e-02,-4.164071382132805144e-01,6.403130920690030224e-05,-7.754185332773914918e-02
2.746680961559862855e+00,1.447462473195139321e+00,1.174087599256452119e+00,1.803644492149502065e+00,2.036317796151582149e-01,1.000137273937829585e+00,1.081461718491756763e+00,1.884979799174735346e-04,1.000045354203412007e+00,1.066122766657927379e+00,6.228676351924680255e-05,1.030682930454531077e+00,1.241216652790855468e+00,4.213811046216284911e-02,-1.598053400022788478e-02,-4.025392697154313026e-01,6.675933820609293514e-05,-7.753732402605753582e-02
2.807718316261193614e+00,1.479628305932809251e+00,1.178410477662957589e+00,1.799572954130429281e+00,2.125432416981897499e-01,1.000146630411561599e+00,1.081463198770288292e+00,2.058182669139655666e-04,1.000049507679740879e+00,1.066125852094589543e+00,6.950180960207128032e-05,1.031838221179451898e+00,1.241685140205217142e+00,4.469637838136109736e-02,-1.607826908633277693e-02,-3.888815148489027651e-01,6.956104345536768857e-05,-7.753203633906192993e-02
2.868755670962523485e+00,1.511794138670478960e+00,1.182579650925747794e+00,1.795393423366554941e+00,2.214550235942137346e-01,1.000156088771898988e+00,1.081464729260546598e+00,2.238553334752805830e-04,1.000053846320494877e+00,1.066129097293218253e+00,7.723596864016222228e-05,1.033001506383261381e+00,1.242151584037037182e+00,4.733662929364358674e-02,-1.614206288740611950e-02,-3.754511525843974296e-01,7.237266304127848839e-05,-7.752664518806949567e-02
2.929793025663853800e+00,1.543959971408148668e+00,1.186627366522230442e+00,1.791131601689834429e+00,2.303922748880067595e-01,1.000166430180320587e+00,1.081466707971973973e+00,2.437624213578184432e-04,1.000058525490016059e+00,1.066132579094859922e+00,8.573378623643090120e-05,1.034171731097311087e+00,1.242615047885198498e+00,5.005804972188145768e-02,-1.618030967699238612e-02,-3.622053554994421609e-01,7.526207353234369199e-05,-7.752033867373082920e-02
2.990830380365184116e+00,1.576125804145818377e+00,1.190548126268825779e+00,1.786785449131762071e+00,2.393423299705325913e-01,1.000176897582008673e+00,1.081468752508571995e+00,2.644885438584040644e-04,1.000063452756798199e+00,1.066136255888784579e+00,9.488821637510066098e-05,1.035347100822241462e+00,1.243073364542591319e+00,5.285859149849543581e-02,-1.619255773781004201e-02,-3.491551792877823357e-01,7.816140598446907819e-05,-7.751389884128261076e-02
3.051867735066514431e+00,1.608291636883488085e+00,1.194257062736404196e+00,1.782305594792024550e+00,2.482073920984950999e-01,1.000188188367937547e+00,1.081471227222192244e+00,2.871089735426270509e-04,1.000068694569486327e+00,1.066140163025722343e+00,1.048233700946631227e-04,1.036528335447863158e+00,1.243528665585245774e+00,5.573982418450986603e-02,-1.616459353050000991e-02,-3.364427294935223856e-01,8.112557988889525066e-05,-7.750658775568304570e-02
3.112905089767844746e+00,1.640457469621158015e+00,1.197832876585305018e+00,1.777745526781998597e+00,2.570621413403627598e-01,1.000199733929896473e+00,1.081473838455437653e+00,3.108143033247964555e-04,1.000074257823060364e+00,1.066144305400823722e+00,1.155787776798020762e-04,1.037714250739936617e+00,1.243979772623178048e+00,5.870044154256483931e-02,-1.611319340529984018e-02,-3.239487055651288361e-01,8.410765552690214184e-05,-7.749900206390213098e-02
3.173942444469175062e+00,1.672623302358827724e+00,1.201274491514064291e+00,1.773105818546087287e+00,2.658982839135562992e-01,1.000212030688517384e+00,1.081476852211191719e+00,3.364152705462365744e-04,1.000080103035057011e+00,1.066148668912724418e+00,1.271212114492134765e-04,1.038903111985624461e+00,1.244424661538131582e+00,6.173811917655544490e-02,-1.603878144451867035e-02,-3.116768369699894903e-01,8.714251369122168059e-05,-7.749060670707244580e-02
3.234979799170505377e+00,1.704789135096497432e+00,1.204530404299385404e+00,1.768359343590626853e+00,2.746513180003694043e-01,1.000224725035331108e+00,1.081480083814434501e+00,3.634088077747649518e-04,1.000086350828888859e+00,1.066153311622846989e+00,1.396715935487141506e-04,1.040094699370699205e+00,1.244863792342712605e+00,6.485277125901313389e-02,-1.593425863541302404e-02,-2.997179032417676692e-01,9.020223709287361494e-05,-7.748177563276419100e-02
3.296017153871835692e+00,1.736954967834167363e+00,1.207605372742601268e+00,1.763513408994745735e+00,2.833172513308374607e-01,1.000238085389297371e+00,1.081483680337933961e+00,3.922733690474711340e-04,1.000092841154842205e+00,1.066158163246829771e+00,1.530030194724079512e-04,1.041288677512993477e+00,1.245297359499946133e+00,6.804409467175456805e-02,-1.580276257326927725e-02,-2.880710872501550668e-01,9.330361270202312091e-05,-7.747221468024945157e-02
3.357054508573166007e+00,1.769120800571837071e+00,1.210541075965438473e+00,1.758593095517723581e+00,2.919346903391653036e-01,1.000252000490298832e+00,1.081487586872716955e+00,4.228831243055885918e-04,1.000099823143873357e+00,1.066163341739163828e+00,1.675558676001316616e-04,1.042483443776804242e+00,1.245723587640691132e+00,7.130961823531764554e-02,-1.565163896946664135e-02,-2.766678185163057857e-01,9.643577232916181370e-05,-7.746203655618871808e-02
3.418091863274496323e+00,1.801286633309506779e+00,1.213332997594894103e+00,1.753597249869295993e+00,3.004912026181154050e-01,1.000266482979875304e+00,1.081491810483300675e+00,4.553103201555714361e-04,1.000107062122875590e+00,1.066168741912159046e+00,1.829740855331049316e-04,1.043678174408120274e+00,1.246141943001048968e+00,7.464800627354024887e-02,-1.548090803895930088e-02,-2.655179223026460922e-01,9.959941747850741824e-05,-7.745122719651657828e-02
3.479129217975826194e+00,1.833452466047176488e+00,1.215895672670608718e+00,1.748486471828175848e+00,3.088788617748225440e-01,1.000281691985249966e+00,1.081496447262304539e+00,4.898834119455416827e-04,1.000114768042222657e+00,1.066174464195951632e+00,1.996464244931750052e-04,1.044872927927226414e+00,1.246553166566515713e+00,7.805935732386821979e-02,-1.528175497794039168e-02,-2.547801204587182844e-01,1.027986954823477248e-04,-7.743959841659070475e-02
3.540166572677156509e+00,1.865618298784846196e+00,1.218319042980984479e+00,1.743309107647225797e+00,3.171935063286258627e-01,1.000297355956723866e+00,1.081501342779830788e+00,5.261883438516987664e-04,1.000122811256915822e+00,1.066180451324239886e+00,2.173861532410276641e-04,1.046066455240381110e+00,1.246956033544531106e+00,8.154146248186300294e-02,-1.506696951400972838e-02,-2.442973394847143265e-01,1.060202878540959787e-04,-7.742745649099429250e-02
3.601203927378487268e+00,1.897784131522516127e+00,1.220603559956297657e+00,1.738066496645682690e+00,3.254285144542503616e-01,1.000313933030989588e+00,1.081506765727924035e+00,5.650910313265504990e-04,1.000131280543910428e+00,1.066186748569526888e+00,2.363840051594240138e-04,1.047257268318410928e+00,1.247349027537987931e+00,8.509153013272036103e-02,-1.483714814456068773e-02,-2.340702781903465368e-01,1.092812700387997516e-04,-7.741427171877653113e-02
3.662241282079817140e+00,1.929949964260185835e+00,1.222699918117596596e+00,1.732738700422018940e+00,3.335163524430760917e-01,1.000330838523555865e+00,1.081512378378481909e+00,6.056048919059284913e-04,1.000140179923117545e+00,1.066193359476408586e+00,2.566863506797856676e-04,1.048445854500677177e+00,1.247733432929506669e+00,8.871020414900609996e-02,-1.458851551066178871e-02,-2.241941071208767289e-01,1.125564196705214359e-04,-7.740071186292300787e-02
3.723278636781147455e+00,1.962115796997855544e+00,1.224619472892555683e+00,1.727335345774318576e+00,3.414615328835584052e-01,1.000348858676776587e+00,1.081518643892201093e+00,6.492225423319521052e-04,1.000149457252571317e+00,1.066200265432027949e+00,2.782354978054439967e-04,1.049631355221023465e+00,1.248108574402460924e+00,9.239568230446668085e-02,-1.432427078074721520e-02,-2.146534314719809877e-01,1.158736055938171792e-04,-7.738586424324926660e-02
